year,author,journal,mass_g,se_mass_g,temperature_c,swimspeed_cm_per_s,se_swimspeed_cm_per_s,swimspeed_bodylengths_per_second,se_swimSpeed_bodylengths_per_second,mr_mgo2_per_h,se_mr_mgo2_per_h,ln_mr_mgo2_per_h,ln_mass_g,species,race,life_stage,author_notes,acclimation_temperature_c,indiv_or_mean,n,fork_length_cm,data_quality,age_dph,exogenous_or_endogenous,wetmass_or_dry,salinity_ppt,salinity_factor,smolt_factor
2021,Del Rio,Conserv. Physiol.,0.1813,NA,10,0,NA,0,NA,0.015847887,NA,NA,-1.707602161,Onchorhynchus tshawytscha,fall-run,alevin,Control,10,individual,1,NA,1,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2382,NA,10,0,NA,0,NA,0.058634832,NA,NA,-1.434644622,Onchorhynchus tshawytscha,fall-run,fry,Control,10,individual,1,NA,1,34,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.1812,NA,10,0,NA,0,NA,0.024884594,NA,NA,-1.708153885,Onchorhynchus tshawytscha,fall-run,alevin,Control,10,individual,1,NA,1,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3132,NA,10,0,NA,0,NA,0.108357119,NA,NA,-1.160913315,Onchorhynchus tshawytscha,fall-run,fry,Control,10,individual,1,NA,1,34,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.1742,NA,10,0,NA,0,NA,0.025377285,NA,NA,-1.747551215,Onchorhynchus tshawytscha,fall-run,alevin,Control,10,individual,1,NA,1,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3194,NA,10,0,NA,0,NA,0.04121574,NA,NA,-1.141311043,Onchorhynchus tshawytscha,fall-run,fry,Control,10,individual,1,NA,1,34,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2208,NA,10,0,NA,0,NA,0.048217567,NA,NA,-1.510497965,Onchorhynchus tshawytscha,fall-run,alevin,Control,10,individual,1,NA,1,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3056,NA,10,0,NA,0,NA,0.108093688,NA,NA,-1.185478222,Onchorhynchus tshawytscha,fall-run,fry,Control,10,individual,1,NA,1,34,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2543,NA,10,0,NA,0,NA,0.020651207,NA,NA,-1.369240607,Onchorhynchus tshawytscha,fall-run,alevin,Control,10,individual,1,NA,1,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2303,NA,10,0,NA,0,NA,0.076330409,NA,NA,-1.468372472,Onchorhynchus tshawytscha,fall-run,fry,Control,10,individual,1,NA,1,34,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2417,NA,10,0,NA,0,NA,0.041599346,NA,NA,-1.420057991,Onchorhynchus tshawytscha,fall-run,fry,Control,10,individual,1,NA,1,34,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2879,NA,10,0,NA,0,NA,0.093164915,NA,NA,-1.245142081,Onchorhynchus tshawytscha,fall-run,fry,Chronic.cold.hypoxia,10,individual,1,NA,1,41,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2454,NA,10,0,NA,0,NA,0.059056657,NA,NA,-1.404865747,Onchorhynchus tshawytscha,fall-run,fry,Chronic.cold.hypoxia,10,individual,1,NA,1,41,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2863,NA,10,0,NA,0,NA,0.057088203,NA,NA,-1.250715067,Onchorhynchus tshawytscha,fall-run,fry,Chronic.cold.hypoxia,10,individual,1,NA,1,41,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3467,NA,10,0,NA,0,NA,0.067273481,NA,NA,-1.059295426,Onchorhynchus tshawytscha,fall-run,fry,Chronic.cold.hypoxia,10,individual,1,NA,1,41,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2642,NA,10,0,NA,0,NA,0.031853221,NA,NA,-1.331048887,Onchorhynchus tshawytscha,fall-run,fry,Chronic.cold.hypoxia,10,individual,1,NA,1,41,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3151,NA,10,0,NA,0,NA,0.082513087,NA,NA,-1.15486523,Onchorhynchus tshawytscha,fall-run,fry,Chronic.cold.hypoxia,10,individual,1,NA,1,41,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2554,NA,10,0,NA,0,NA,0.032389577,NA,NA,-1.364924335,Onchorhynchus tshawytscha,fall-run,fry,Chronic.cold.hypoxia,10,individual,1,NA,1,41,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2523,NA,10,0,NA,0,NA,0.076946884,NA,NA,-1.377136423,Onchorhynchus tshawytscha,fall-run,fry,Chronic.cold.hypoxia,10,individual,1,NA,1,41,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2946,NA,10,0,NA,0,NA,0.054761551,NA,NA,-1.222136775,Onchorhynchus tshawytscha,fall-run,fry,Chronic.cold.hypoxia,10,individual,1,NA,1,41,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3475,NA,10,0,NA,0,NA,0.041820191,NA,NA,-1.056990614,Onchorhynchus tshawytscha,fall-run,fry,Chronic.cold.hypoxia,10,individual,1,NA,1,41,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3722,NA,10,0,NA,0,NA,0.038483802,NA,NA,-0.988323935,Onchorhynchus tshawytscha,fall-run,fry,Chronic.cold.hypoxia,10,individual,1,NA,1,41,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3536,NA,10,0,NA,0,NA,0.031906328,NA,NA,-1.039588948,Onchorhynchus tshawytscha,fall-run,fry,Chronic.cold.hypoxia,10,individual,1,NA,1,41,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2225,NA,10,0,NA,0,NA,0.018722571,NA,NA,-1.502828177,Onchorhynchus tshawytscha,fall-run,fry,Chronic.cold.hypoxia,10,individual,1,NA,1,41,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2342,NA,10,0,NA,0,NA,0.041324066,NA,NA,-1.451579828,Onchorhynchus tshawytscha,fall-run,fry,Chronic.cold.hypoxia,10,individual,1,NA,1,41,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2559,NA,10,0,NA,0,NA,0.050110598,NA,NA,-1.362968536,Onchorhynchus tshawytscha,fall-run,fry,Chronic.cold.hypoxia,10,individual,1,NA,1,41,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3526,NA,10,0,NA,0,NA,0.10952652,NA,NA,-1.042421009,Onchorhynchus tshawytscha,fall-run,fry,Chronic.cold.hypoxia,10,individual,1,NA,1,41,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3113,NA,10,0,NA,0,NA,0.072017389,NA,NA,-1.166998202,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.hypoxia,14,individual,1,NA,1,44,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3077,NA,10,0,NA,0,NA,0.117877128,NA,NA,-1.178629997,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.hypoxia,14,individual,1,NA,1,44,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3125,NA,10,0,NA,0,NA,0.039514358,NA,NA,-1.16315081,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.hypoxia,14,individual,1,NA,1,44,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2845,NA,10,0,NA,0,NA,0.10854561,NA,NA,-1.257022025,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.hypoxia,14,individual,1,NA,1,44,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.235,NA,10,0,NA,0,NA,0.046341355,NA,NA,-1.448169765,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.hypoxia,14,individual,1,NA,1,44,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.283,NA,10,0,NA,0,NA,0.025487441,NA,NA,-1.262308381,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.hypoxia,14,individual,1,NA,1,44,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3101,NA,10,0,NA,0,NA,0.064818588,NA,NA,-1.170860453,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.hypoxia,14,individual,1,NA,1,44,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3163,NA,10,0,NA,0,NA,0.04976009,NA,NA,-1.151064149,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.hypoxia,14,individual,1,NA,1,44,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3373,NA,10,0,NA,0,NA,0.099147836,NA,NA,-1.086782537,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.hypoxia,14,individual,1,NA,1,44,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3454,NA,10,0,NA,0,NA,0.099696928,NA,NA,-1.063052113,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.hypoxia,14,individual,1,NA,1,44,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3072,NA,10,0,NA,0,NA,0.032735195,NA,NA,-1.180256278,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.hypoxia,14,individual,1,NA,1,44,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3471,NA,10,0,NA,0,NA,0.073603987,NA,NA,-1.058142356,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.hypoxia,14,individual,1,NA,1,44,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3175,NA,10,0,NA,0,NA,0.068990039,NA,NA,-1.147277461,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.hypoxia,14,individual,1,NA,1,44,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2956,NA,10,0,NA,0,NA,0.038071195,NA,NA,-1.21874809,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.hypoxia,14,individual,1,NA,1,44,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.333,NA,10,0,NA,0,NA,0.091296455,NA,NA,-1.099612789,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.hypoxia,14,individual,1,NA,1,44,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2364,NA,10,0,NA,0,NA,0.008396037,NA,NA,-1.442229993,Onchorhynchus tshawytscha,fall-run,alevin,Chronic.warm.hypoxia,14,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.245,NA,10,0,NA,0,NA,0.044892641,NA,NA,-1.406497068,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.hypoxia,14,individual,1,NA,1,44,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2721,NA,10,0,NA,0,NA,0.05000286,NA,NA,-1.301585633,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.normoxia,14,individual,1,NA,1,39,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3311,NA,10,0,NA,0,NA,0.05215143,NA,NA,-1.105334834,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.normoxia,14,individual,1,NA,1,39,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3171,NA,10,0,NA,0,NA,0.06739493,NA,NA,-1.148538097,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.normoxia,14,individual,1,NA,1,39,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.1845,NA,10,0,NA,0,NA,0.001245179,NA,NA,-1.690105816,Onchorhynchus tshawytscha,fall-run,alevin,Chronic.warm.normoxia,14,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2468,NA,10,0,NA,0,NA,0.041518181,NA,NA,-1.399176987,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.normoxia,14,individual,1,NA,1,39,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2184,NA,10,0,NA,0,NA,0.063319141,NA,NA,-1.521427035,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.normoxia,14,individual,1,NA,1,39,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2444,NA,10,0,NA,0,NA,0.048233256,NA,NA,-1.408949052,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.normoxia,14,individual,1,NA,1,39,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2253,NA,10,0,NA,0,NA,0.023168103,NA,NA,-1.490322432,Onchorhynchus tshawytscha,fall-run,alevin,Chronic.warm.normoxia,14,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3351,NA,10,0,NA,0,NA,0.032528453,NA,NA,-1.093326284,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.normoxia,14,individual,1,NA,1,39,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2105,NA,10,0,NA,0,NA,0.012705993,NA,NA,-1.558269626,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.normoxia,14,individual,1,NA,1,39,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3071,NA,10,0,NA,0,NA,0.027672052,NA,NA,-1.180581852,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.normoxia,14,individual,1,NA,1,39,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.1779,NA,10,0,NA,0,NA,0.009105891,NA,NA,-1.726533684,Onchorhynchus tshawytscha,fall-run,alevin,Chronic.warm.normoxia,14,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2694,NA,10,0,NA,0,NA,0.052735876,NA,NA,-1.311558015,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.normoxia,14,individual,1,NA,1,39,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2632,NA,10,0,NA,0,NA,0.07717415,NA,NA,-1.33484108,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.normoxia,14,individual,1,NA,1,39,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2029,NA,10,0,NA,0,NA,0.008248556,NA,NA,-1.595042032,Onchorhynchus tshawytscha,fall-run,alevin,Chronic.warm.normoxia,14,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2412,NA,10,0,NA,0,NA,0.018158304,NA,NA,-1.422128814,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.normoxia,14,individual,1,NA,1,39,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2136,NA,10,0,NA,0,NA,0.008470998,NA,NA,-1.543650172,Onchorhynchus tshawytscha,fall-run,alevin,Chronic.warm.normoxia,14,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.246,NA,10,0,NA,0,NA,0.041775692,NA,NA,-1.402423743,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.normoxia,14,individual,1,NA,1,39,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.1887,NA,10,0,NA,0,NA,0.010427006,NA,NA,-1.667596827,Onchorhynchus tshawytscha,fall-run,alevin,Chronic.warm.normoxia,14,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2996,NA,10,0,NA,0,NA,0.055505732,NA,NA,-1.205307027,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.normoxia,14,individual,1,NA,1,39,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2106,NA,10,0,NA,0,NA,0.045472383,NA,NA,-1.557794679,Onchorhynchus tshawytscha,fall-run,fry,Chronic.warm.normoxia,14,individual,1,NA,1,39,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2214,NA,10,0,NA,0,NA,0.012761491,NA,NA,-1.507784259,Onchorhynchus tshawytscha,fall-run,alevin,Early.hypoxia,10,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3349,NA,10,0,NA,0,NA,0.113950745,NA,NA,-1.093923299,Onchorhynchus tshawytscha,fall-run,fry,Early.hypoxia,10,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2122,NA,10,0,NA,0,NA,0.015410168,NA,NA,-1.550226053,Onchorhynchus tshawytscha,fall-run,alevin,Early.hypoxia,10,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3427,NA,10,0,NA,0,NA,0.060317998,NA,NA,-1.07089985,Onchorhynchus tshawytscha,fall-run,fry,Early.hypoxia,10,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2639,NA,10,0,NA,0,NA,0.017379043,NA,NA,-1.332185035,Onchorhynchus tshawytscha,fall-run,alevin,Early.hypoxia,10,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2412,NA,10,0,NA,0,NA,0.005401727,NA,NA,-1.422128814,Onchorhynchus tshawytscha,fall-run,fry,Early.hypoxia,10,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2408,NA,10,0,NA,0,NA,0.016379102,NA,NA,-1.423788566,Onchorhynchus tshawytscha,fall-run,alevin,Early.hypoxia,10,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3474,NA,10,0,NA,0,NA,0.13255209,NA,NA,-1.057278425,Onchorhynchus tshawytscha,fall-run,fry,Early.hypoxia,10,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2525,NA,10,0,NA,0,NA,0.016353318,NA,NA,-1.37634403,Onchorhynchus tshawytscha,fall-run,alevin,Early.hypoxia,10,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3512,NA,10,0,NA,0,NA,0.092677739,NA,NA,-1.046399417,Onchorhynchus tshawytscha,fall-run,fry,Early.hypoxia,10,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2609,NA,10,0,NA,0,NA,0.02009314,NA,NA,-1.343618087,Onchorhynchus tshawytscha,fall-run,alevin,Early.hypoxia,10,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3117,NA,10,0,NA,0,NA,0.035403118,NA,NA,-1.165714092,Onchorhynchus tshawytscha,fall-run,fry,Early.hypoxia,10,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2211,NA,10,0,NA,0,NA,0.019344044,NA,NA,-1.509140191,Onchorhynchus tshawytscha,fall-run,alevin,Early.hypoxia,10,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2366,NA,10,0,NA,0,NA,0.047513622,NA,NA,-1.441384327,Onchorhynchus tshawytscha,fall-run,fry,Early.hypoxia,10,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.1853,NA,10,0,NA,0,NA,0.012391368,NA,NA,-1.685779146,Onchorhynchus tshawytscha,fall-run,alevin,Early.hypoxia,10,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.248,NA,10,0,NA,0,NA,0.050314274,NA,NA,-1.394326533,Onchorhynchus tshawytscha,fall-run,fry,Early.hypoxia,10,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2539,NA,10,0,NA,0,NA,0.007059733,NA,NA,-1.37081479,Onchorhynchus tshawytscha,fall-run,alevin,Early.hypoxia,10,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2424,NA,10,0,NA,0,NA,0.043257205,NA,NA,-1.417166025,Onchorhynchus tshawytscha,fall-run,fry,Early.hypoxia,10,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2581,NA,10,0,NA,0,NA,0.013460515,NA,NA,-1.354408172,Onchorhynchus tshawytscha,fall-run,alevin,Early.hypoxia,10,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2354,NA,10,0,NA,0,NA,0.035915487,NA,NA,-1.446469084,Onchorhynchus tshawytscha,fall-run,fry,Early.hypoxia,10,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2012,NA,10,0,NA,0,NA,0.0137101,NA,NA,-1.603455841,Onchorhynchus tshawytscha,fall-run,alevin,Early.hypoxia,10,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2653,NA,10,0,NA,0,NA,0.069635298,NA,NA,-1.326894018,Onchorhynchus tshawytscha,fall-run,fry,Early.hypoxia,10,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2152,NA,10,0,NA,0,NA,0.013726391,NA,NA,-1.536187451,Onchorhynchus tshawytscha,fall-run,alevin,Early.hypoxia,10,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.313,NA,10,0,NA,0,NA,0.092600416,NA,NA,-1.161552088,Onchorhynchus tshawytscha,fall-run,fry,Early.hypoxia,10,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2307,NA,10,0,NA,0,NA,0.016479115,NA,NA,-1.466637114,Onchorhynchus tshawytscha,fall-run,alevin,Early.hypoxia,10,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.261,NA,10,0,NA,0,NA,0.044455484,NA,NA,-1.343234872,Onchorhynchus tshawytscha,fall-run,fry,Early.hypoxia,10,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2407,NA,10,0,NA,0,NA,0.014182433,NA,NA,-1.424203934,Onchorhynchus tshawytscha,fall-run,alevin,Early.hypoxia,10,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2609,NA,10,0,NA,0,NA,0.064188522,NA,NA,-1.343618087,Onchorhynchus tshawytscha,fall-run,fry,Early.hypoxia,10,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2561,NA,10,0,NA,0,NA,0.016107376,NA,NA,-1.362187286,Onchorhynchus tshawytscha,fall-run,alevin,Early.hypoxia,10,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2446,NA,10,0,NA,0,NA,0.024956013,NA,NA,-1.408131056,Onchorhynchus tshawytscha,fall-run,fry,Early.hypoxia,10,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.1623,NA,10,0,NA,0,NA,0.015335374,NA,NA,-1.818308804,Onchorhynchus tshawytscha,fall-run,alevin,Early.hypoxia,10,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3143,NA,10,0,NA,0,NA,0.088812517,NA,NA,-1.157407335,Onchorhynchus tshawytscha,fall-run,fry,Early.hypoxia,10,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.1696,NA,10,0,NA,0,NA,0.010759328,NA,NA,-1.774312556,Onchorhynchus tshawytscha,fall-run,alevin,Early.warming,14,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3136,NA,10,0,NA,0,NA,0.075427249,NA,NA,-1.159636991,Onchorhynchus tshawytscha,fall-run,fry,Early.warming,14,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2036,NA,10,0,NA,0,NA,0.002097703,NA,NA,-1.591597994,Onchorhynchus tshawytscha,fall-run,alevin,Early.warming,14,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2238,NA,10,0,NA,0,NA,0.090072319,NA,NA,-1.497002483,Onchorhynchus tshawytscha,fall-run,fry,Early.warming,14,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.1668,NA,10,0,NA,0,NA,0.001200289,NA,NA,-1.790959789,Onchorhynchus tshawytscha,fall-run,alevin,Early.warming,14,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3669,NA,10,0,NA,0,NA,0.087791601,NA,NA,-1.002665948,Onchorhynchus tshawytscha,fall-run,fry,Early.warming,14,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.1613,NA,10,0,NA,0,NA,0.004433673,NA,NA,-1.824489294,Onchorhynchus tshawytscha,fall-run,alevin,Early.warming,14,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.2553,NA,10,0,NA,0,NA,0.126904565,NA,NA,-1.365315955,Onchorhynchus tshawytscha,fall-run,fry,Early.warming,14,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.1716,NA,10,0,NA,0,NA,0.008502292,NA,NA,-1.762589092,Onchorhynchus tshawytscha,fall-run,alevin,Early.warming,14,individual,1,NA,3,5,endogenous,wet,0,fresh,pre-smolt
2021,Del Rio,Conserv. Physiol.,0.3473,NA,10,0,NA,0,NA,0.063954021,NA,NA,-1.057566319,Onchorhynchus tshawytscha,fall-run,fry,Early.warming,14,individual,1,NA,1,35,endogenous,wet,0,fresh,pre-smolt
