BASS,SASQ,Shade,EmergVegDensity,EmergWMDensity,Depth5,Depth10,Depth15,Substrate5,Substrate10,Substrate15,Vel5,Vel10,Vel15
0,0,A,A,A,2.1,5,6.6,G,G,M/G,0.1,0.47,1.58
0,0,A,A,A,2.1,4,5.4,G,G,G,0.82,0.7,1.29
0,0,A,A,A,2.2,4.7,6.6,G,G,M/G,0.62,0.84,1.43
0,0,A,A,A,1.7,4,6.3,G,G,G,0.24,0.93,1.14
0,0,A,A,A,1.2,3.8,6,G,G,G,0.1,0.49,0.89
0,0,A,A,A,1.3,2.9,4.4,G,G,G,0.07,0.61,1.37
0,0,A,A,A,1.6,3.4,5.2,G,G,G,0.18,0.85,1.01
0,0,A,A,A,1.2,3.1,5.4,G,G,G,0.36,0.57,1.37
0,0,A,A,A,1.4,3.6,5.7,G,G,M/G,0.26,0.51,0.85
0,0,A,A,A,1.3,3.4,5,G,M/G,G,0.74,0.85,1.32
0,0,A,A,A,1.6,3.2,4.8,M/G,M/G,G,0.37,0.76,0.88
0,0,A,A,A,1.5,3.2,4.7,G,M/G,M/G,0.12,0.64,0.87
0,0,A,A,A,1.4,3.4,4.5,G,M/G,M/G,0.32,0.9,1.24
0,0,A,A,A,1.2,3.1,5.4,G,M/G,M/G,0.02,0.18,0.92
0,0,A,A,A,1.7,4.2,6.9,G,G,R,0.67,1.29,1.36
0,0,A,A,S,1.6,5,7.2,G,G,R,0.57,0.78,1.28
0,0,A,A,S,2.5,5,7.4,M/G,G,G,0.65,1.11,1.39
0,0,A,A,S,2,5.4,7.6,M/G,M/R,M,0.54,1.29,1.21
0,0,A,A,M,2.1,4.1,6.1,M,M/R,M/R,0.5,1.19,1.21
0,0,A,A,A,1.5,4,6.1,M/G,M,M,0.36,0.58,0.96
0,0,A,A,S,1.9,4.1,6.2,M/G,M/G,M/R,0.07,0.86,1.22
0,0,A,A,S,1.4,3.9,5.7,M/G,M/G,R,0.52,0.87,1.08
0,0,A,A,S,1.8,5,5.7,G,M,M,0.38,0.53,0.99
0,0,A,A,S,1.2,3.8,5,M/G,M,M,0.61,0.85,0.92
0,0,A,A,A,1.2,3.6,5.2,M/G,M,M,0.37,0.74,1.04
0,0,A,A,S,1.1,3.4,5.2,M,M,M,0.51,0.72,0.89
0,0,A,A,S,1.4,3.6,5.6,M/G,M,M,0.19,0.38,0.61
0,0,A,A,S,1.6,4.1,6.4,M,M,M,0.13,0.4,0.65
0,0,A,A,S,2.4,4.2,7,M/G,M,M,0.1,0.28,0.45
0,0,A,A,S,2.6,4.1,6.1,M/G,M,M/R,0.07,0.09,0.17
1,0,A,A,S,1.9,4,5.4,R,M,M,0.05,0.02,0.18
0,0,A,A,S,1.4,3.4,5.2,M/R,M,M,0.02,0.39,1
0,0,A,A,A,1.7,4.4,6.1,M/R,M,M/R,0.39,1.01,1.2
0,0,A,A,A,1.4,3.8,5.7,M/G,M/R,M,0.52,0.98,1.06
0,0,P,A,A,1.6,2.1,3.8,R,M/R,R,0.39,0.49,0.26
0,0,A,A,A,2.3,3.5,3.7,R,M/R,R,0.5,0.83,0.94
0,0,A,A,A,2,3.9,8,R,R,M/R,0.07,0.34,0.7
1,0,A,A,A,2,4,6.9,R,R,M/R,0.1,0.09,0.41
0,0,A,A,A,1.9,3.9,6.8,M/R,R,R,0.01,0.32,0.65
0,0,A,A,A,1.4,4.7,7.1,R,R,M/R,0.09,0.18,0.74
1,0,P,A,A,3.8,7.2,9.2,R,R,M/R,0.74,0.7,0.83
0,0,P,A,A,4,6.5,8.4,R,R,M/R,0.51,0.66,0.58
0,0,A,A,A,3.2,4.4,7.2,R,R,M/R,0.04,0.56,0.62
0,0,P,A,A,2.7,5.6,8.2,R,R,M,0.09,0.31,0.34
1,0,P,A,A,3.2,6.4,8.2,R,M/R,M/R,0.08,0.51,0.86
0,0,P,A,A,0.7,0.9,3.2,M/R,M/R,R,0.02,0.35,0.84
0,0,A,A,A,1.4,1.5,5.8,M/R,R,M/R,0.23,0.46,0.78
1,0,P,A,A,1.6,3,5.7,M/R,M/R,R,0.13,0.27,0.46
0,0,P,A,A,1.9,2.7,4.5,M/R,M,M/R,0.04,0,0.02
0,0,P,A,A,1,2,3.4,M/R,M/R,R,0.16,0.03,0.06
0,0,P,A,A,2.3,3,2.5,M/R,M,R,0.13,0.18,0.29
0,0,P,A,S,1.2,2,3.3,M/R,M/R,R,0.02,0.08,0.21
0,0,A,A,A,1.4,3.2,5,R,R,M/R,0.53,0.6,0.63
0,0,A,A,A,1.8,3.3,5.2,M/R,M,M,0.49,0.7,0.98
0,0,A,A,A,2,4.1,5.8,R,M/R,M,0.44,0.8,0.95
0,0,A,A,A,2.3,3.9,4.8,R,M/R,R,0.3,0.7,0.88
0,0,A,A,A,1.7,3.2,4.4,G,M/G,M,0.28,0.66,0.91
0,0,A,A,A,1.7,3.2,4.2,M,M,M,0.52,0.48,0.74
0,0,A,A,A,1,2.6,3.7,M/G,M/R,M/R,0.37,0.68,0.75
0,0,A,A,A,1.4,2.5,3.9,M/R,M/R,M,0.36,0.6,0.78
0,0,A,A,A,1.8,3.8,4.6,M/R,M/R,M,0.48,0.45,0.79
0,0,A,A,A,1.3,2.6,4.2,M/R,M,M,0.3,0.49,0.79
0,0,A,A,A,1.5,3,4.3,M/R,M,M,0.25,0.6,0.87
0,0,A,A,A,1.6,3,4,M/G,M,M,0.22,0.6,0.77
0,0,A,A,A,1.7,3.1,3.9,M/R,M,M,0.39,0.56,0.94
0,0,A,A,A,1.1,2.5,3.8,M,M,M,0.25,0.59,0.69
0,0,A,A,A,1.2,2.9,3.9,M/R,M,M,0.45,0.65,0.8
0,0,A,A,A,1.1,3.2,4.5,M/R,M,M/R,0.21,0.34,0.66
0,0,A,A,A,1.9,3.2,4.8,R,M/R,M/R,0.43,0.44,0.82
0,0,A,A,A,1.9,3.2,4.7,M/R,M,M,0.26,0.73,0.9
0,0,A,A,A,1.4,3.4,4.9,R,M,M,0.24,0.48,0.78
0,0,A,A,A,1.3,3.1,4.7,M/R,M,M,0.23,0.73,0.78
0,0,P,A,A,1.5,2.7,5.3,R,R,R,0.29,0.4,0.84
0,0,P,A,A,2.1,3.9,6.8,R,R,R,0.02,0.45,0.81
0,0,P,A,A,2,3.7,6.6,R,R,R,0.22,0.47,0.58
0,0,P,A,A,1.6,2.5,4.9,R,R,R,0.4,0.77,1.33
0,0,P,A,A,2.8,5.9,8.9,R,R,R,0,0.96,1.37
0,0,P,A,A,1.7,4.6,7.4,R,R,R,0.09,0.86,1.28
0,0,P,A,A,2.2,4,5.3,R,R,R,0.56,1.04,1.49
1,0,P,A,A,2.8,7.7,10.2,R,M/R,M/R,0.07,0.47,1.11
0,0,P,A,A,1.7,2.7,4.4,R,R,R,0.4,0.76,1
0,0,P,A,A,2.6,3,4.6,R,R,R,0.09,0.74,0.98
1,0,P,A,A,1.9,2.9,3.8,R,R,M/R,0.36,0.52,0.47
0,0,P,A,A,1.2,1.9,3.5,M/R,M/R,R,0.12,0.25,0.27
0,0,P,A,A,0.7,2.7,3.9,R/G,R/G,M/R,0.12,0.12,0.32
0,0,P,A,A,1.6,2.6,4.4,R/G,R/G,R,0.32,0.47,0.87
1,0,P,A,A,3.3,5.9,8.1,R,R/G,M/R,0.09,0.03,0.4
0,0,P,A,A,2,4.2,6.3,R/G,R/G,M,0.1,0.37,0.86
1,0,P,A,A,3.6,5.9,6.1,R/G,M/R,M,0.45,0.53,1
1,0,P,A,A,3.1,6,7.6,R,M/R,M,0.22,0.74,0.69
0,0,P,A,A,1,2.7,4,M,M,M,0.26,0.42,0.69
0,0,P,A,A,0.9,2.4,4,M,M,M,0.03,0.36,0.62
0,0,P,A,S,3,4.6,4.8,R,M,M,0.31,0.49,0.47
0,0,P,A,S,1.7,4.8,6.3,M,M/R,M,0.03,0.5,0.58
0,0,P,A,A,2.3,3.7,4.7,R,M,M,0.8,0.67,0.78
1,0,P,A,S,1.2,3.1,7.3,M/R,M/R,M,0.02,0.18,0.24
0,0,P,A,A,1,1.6,4.7,M,M,M/R,0.24,0.25,0.29
0,0,P,A,A,1.4,5.5,9.7,M/R,R,R,0.11,0.48,1.18
0,0,P,A,A,2.9,4.9,8.9,R,R,R,0.25,0.42,0.84
0,0,P,A,A,2.7,5,8.8,R,R,M/R,0.02,0.21,0.63
1,0,P,A,A,3.3,5.8,8.4,R,R,M/R,0.13,0.16,0.73
1,0,P,A,A,2.3,3.4,5.3,M/R,M/R,M/R,0.48,0.74,1.07
1,0,P,A,S,2.1,5,10.4,R,R,R,0.08,0.36,0.61
1,0,P,A,A,1.1,1.8,8.4,R,R,R,0.07,0.12,0.58
0,0,P,A,A,1.3,1.5,5.7,M/R,M/R,R,0.03,0.03,0.2
0,0,P,A,A,0.7,2.9,5.8,M,M,M,0.01,0.09,0.04
0,0,P,A,A,1,2.7,4.5,M,M,M,0.28,0.49,0.66
0,0,P,A,H,0.7,2.8,6.3,M,M,M,0.25,0.94,0.9
0,0,P,A,A,0.7,3.1,4.7,M,M,M,0.63,0.85,0.98
0,0,P,A,A,0.9,3,4.8,M,M,M,0.16,0.63,0.79
0,0,P,A,A,1,2,5.2,M,M,M,0.14,0.18,0.75
0,0,P,A,S,0.8,1.9,4.4,M,M,M,0.29,0.38,0.82
0,0,P,A,A,1,2.7,5.3,M,M,M,0,0.15,0.31
0,0,P,A,A,0.7,2.3,4.6,M,M,M,0.06,0.13,0.21
0,0,P,A,M,0.7,1.6,4.2,M,M,M,0.27,0.47,0.83
0,0,A,A,A,1.8,4.5,7.4,R,M/R,M,0.11,0.44,0.68
0,0,A,A,A,2,4,7.2,R,M/R,M/R,0.17,0.45,0.55
0,0,A,A,A,2.1,4.4,6.8,R,M/R,M/R,0.11,0.46,0.6
0,0,A,A,A,2.9,4.9,7.6,M/R,M/R,R,0.16,0.41,0.41
0,0,A,A,A,2.2,4.9,7.8,R,M/R,M/R,0.15,0.41,0.49
0,0,A,A,A,2.7,5.3,8.2,R,R,M/R,0.29,0.44,0.67
0,0,A,A,A,2.1,3.5,4.6,R,M/R,M/R,0.06,0.26,0.45
0,0,A,A,A,2.3,4.6,7.4,R,M/R,M/R,0.12,0.14,0.16
0,0,A,A,A,1.3,3.8,7.3,R,R,M/R,0.01,0.16,0.17
0,0,A,A,A,2,3.1,6.4,R,R,R,0.08,0.14,0.75
0,0,A,A,A,1.7,4.7,7.9,R,M/R,M/R,0.31,0.72,0.8
1,0,A,A,A,2.1,4.9,7.8,R,R,M/R,0.17,0.56,0.61
0,0,A,A,A,2.8,5.7,6.4,R,R,M/R,0.11,0.6,0.51
0,0,A,A,A,1.8,4.1,7.9,R,R,R,0.13,0.5,0.91
0,0,A,A,A,1.9,4.2,7,R,R,R,0.32,0.53,0.91
0,0,A,A,A,2.7,4.9,7.2,R,M/R,M/R,0.29,0.39,0.69
0,0,A,A,M,0.5,0.7,1.3,M,M,M,0.05,0.26,0.1
0,0,A,A,M,0.5,1,1.4,M,M,M,0,0.02,0.15
0,0,A,A,S,0.6,0.9,1.3,M,M,M,0.01,0.09,0.21
0,0,A,A,H,0.7,1.1,1.4,M,M,M,0.01,0,0.22
0,0,A,A,M,0.7,1,1.4,M,M,M,0,0.07,0.03
0,0,A,A,M,0.7,1.2,1.8,M,M,M,0,0,0.03
0,0,A,A,H,0.5,0.9,1.4,M,M,M,0.09,0.05,0.05
0,0,A,A,H,1,1.4,2.4,M,M,M,0,0.06,0.13
0,0,P,A,H,1.2,1.6,2.4,M,M,M,0.03,0.04,0.02
0,0,A,A,H,0.9,1.4,2.9,M,M,M,0,0.02,0.03
0,0,A,A,S,0.5,0.9,1.2,M,M,M,0.11,0.25,0.34
0,0,A,A,A,1.6,3,7.2,R,R,R,0.53,0.5,0.86
0,0,A,A,S,2.3,3.7,5.5,M/R,M,M,0.29,0.27,0.69
0,0,A,A,S,1.7,2.1,4.4,M/R,M,M,0.09,0.32,0.44
0,0,A,A,M,2,3.6,5.5,R,M/R,M,0.12,0.39,0.8
0,0,A,A,A,1.5,2,5,R,M/R,M/R,0.06,0.25,0.4
0,0,A,A,A,2,4.1,6.9,R,M/R,M,0.24,0.51,0.6
0,0,A,A,A,1.8,3.7,5.1,R,M/R,M/R,0.15,0.51,0.6
1,0,A,A,A,2.8,5,7.4,R,M,M,0.07,0.66,0.62
0,0,A,A,A,3.1,6,8.4,M/R,M/R,M/R,0.41,0.42,0.54
0,0,A,A,S,2.4,5,7.6,R,M,M/R,0.05,0.35,0.74
0,0,P,A,S,2,4.1,6.3,M/R,M,M,0.01,0.37,0.67
0,0,A,A,S,1.5,2.2,4.6,M/V,M/V,M,0.19,0.25,0.45
0,0,A,A,M,1.4,1.7,2.8,M/V,M/V,M,0.1,0.15,0.36
0,0,A,A,M,1.4,1.7,3.2,M,M,M,0.07,0.08,0.19
0,0,A,A,S,1.8,5,6.1,R,M,M,0.01,0.29,0.7
0,0,A,A,S,3.1,5,6,M/R,M,M,0.32,0.74,0.63
1,0,A,A,S,2.9,4.6,5.3,R,M,M,0.19,0.69,0.74
0,0,P,A,A,2.1,3.4,4.2,R,M/R,M,0.03,0.02,0.01
1,0,P,A,A,1.6,2.2,3.7,R,R,R,0,0.11,0.68
1,0,P,A,A,1.7,3.1,4.8,R,M/R,R,0.29,0.39,0.59
0,0,P,A,A,2.2,3.7,5.4,R,M,M/R,0.2,0.44,0.54
0,0,P,A,A,2.2,4.3,6.4,R,M,M,0.09,0.22,0.44
2,0,P,A,A,1.3,2.8,5.1,R,R,M/R,0.17,0.19,0.4
1,0,P,A,A,1.7,4.4,7.3,R,R,M,0,0.3,0.43
1,0,P,A,A,1.9,5.8,8.7,R,R,M/R,0,0,0.16
1,0,P,A,A,1.7,3.5,3.9,R,M,M/R,0.07,0.39,0.52
1,0,P,A,A,2.5,4.3,6.3,R,M/R,M,0.33,0.41,0.46
0,0,P,A,A,2.4,3.2,5.6,M/R,M/R,M/R,0.07,0.26,0.54
1,0,A,A,A,1.7,3,3.8,R,M/R,R,0.36,0.41,0.36
2,0,P,A,A,2.2,4.3,6.9,R,M/R,R,0.29,0.71,0.62
0,0,A,A,A,0.8,1.2,1.5,M/R,M,M,0.1,0.06,0.03
0,0,A,A,S,0.8,0.9,1.1,M/R,M/R,M,0.06,0.1,0.17
0,0,A,A,A,1,1.2,1.4,M,M/R,M,0.04,0.02,0.17
0,0,A,A,A,1.1,1.5,1.8,M/R,M,M,0,0.12,0.27
0,0,A,A,A,0.8,1.4,1.4,R,M/G,M/G,0.05,0.22,0.24
0,0,A,A,A,1.4,1.7,1.6,M/R,M/G,M/G,0.17,0.36,0.39
0,0,A,S,A,0.9,1.4,1.6,M/R,M,M,0.01,0.05,0.03
0,0,A,A,A,0.3,3.8,4.1,M,M,M,0,0,0
0,0,A,A,A,1.7,2.3,3,M/R,M/R,M,0,0.06,0.07
0,0,A,A,A,1,1.5,0.37,M/R,M,M,0,0.04,0.12
0,0,A,A,A,1.4,2.4,3,M/R,M/R,M,0,0.12,0.07
0,0,A,A,A,1.4,1.6,2,M/R,M,M,0.18,0.38,0.57
0,0,A,A,A,1.2,1.8,1.8,M/R,M,M,0.55,0.5,0.66
0,0,A,A,A,1.6,2.8,2.6,M/R,M,M,0.56,0.54,0.51
0,0,A,A,A,2.2,3.2,3.7,M/R,M,M,0.3,0.38,0.59
0,0,A,A,A,1.7,2.6,3.8,M/R,M/R,M,0.08,0.44,0.61
0,0,A,A,A,0.8,1.1,1.7,M,M,M,0.17,0.22,0.27
0,0,A,A,S,0.9,1.3,3.1,M,M,M,0.18,0.21,0.51
0,0,A,A,A,0.9,1.4,2.4,M,M,M,0.02,0.03,0.14
0,0,A,A,A,0.7,0.9,1.8,M/R,M,M,0.03,0.06,0.5
0,0,A,A,S,1,1.2,2.3,M,M,M,0.04,0.18,0.38
0,0,A,A,A,1.3,1.9,2.8,M/R,M,M,0.2,0.3,0.46
0,0,A,A,A,1.2,2.8,5,M/R,M,M,0.17,0.16,0.47
0,0,A,A,A,1.5,3.2,5,R,M/R,M,0.22,0.18,0.58
0,0,A,A,A,1.8,4,5.5,M/R,M,M,0.21,0.21,0.48
1,0,A,A,A,1.8,3.2,5.1,M/R,M,M,0.28,0.31,0.51
1,0,A,A,A,2.3,4,5.5,R,M,M,0.21,0.39,0.65
1,0,A,A,S,1.7,4.2,5.5,R,M/R,M,0.16,0.3,0.39
1,0,A,A,A,1.6,2.8,4.5,M/R,M,M,0.01,0.25,0.33
0,0,A,A,S,1.5,2.5,4.8,M/R,M,M,0.22,0.35,0.46
0,0,A,A,A,1.3,2.7,4.4,R,M,M,0.01,0.02,0.35
1,0,A,A,A,2,2.7,4.1,M/R,M,M,0.09,0.18,0.38
0,0,A,A,A,1.6,5.1,7,R,M,M,0.08,0.34,0.39
0,0,A,A,A,2.1,5.3,7.6,M/R,M/R,M/R,0.11,0.16,0.44
0,0,A,A,A,1.5,5,8,M/R,M,M,0.1,0.25,0.33
0,0,A,A,A,1.8,3.9,6.3,M/R,M,M,0.07,0.28,0.58
0,0,A,A,A,2.1,4.1,7.4,R,M,M,0.06,0.13,0.1
0,0,A,A,A,1.8,4,7.5,M/R,M,M,0.01,0.04,0.35
1,0,A,A,A,1.9,3.9,6.2,R,M,M,0.03,0.07,0.33
0,0,A,A,A,1.4,3.7,5.9,M/R,M,M,0.01,0.03,0.03
0,0,A,A,S,1.3,3.4,4.8,M,M,M,0.07,0.15,0.26
0,0,A,A,S,0.9,2.7,4.8,M,M,M/R,0.33,0.26,0.33
1,0,A,A,A,2.2,4.8,8.4,M/R,M/R,M,0.01,0.09,0.44
1,0,A,A,A,1.6,4,6.8,M/R,M,M/R,0.1,0.27,0.52
0,0,A,A,A,1.6,3,5.5,R,R,R,0.4,0.44,0.89
0,0,A,A,A,2.3,5.3,7.2,R,M/R,R,0.43,0.64,0.68
0,0,A,A,A,2.6,7,10.1,R,M/R,M/R,0.17,0.33,0.43
0,0,C,M,S,4,6.5,7.9,M,M,M,0.23,0.37,0.63
0,0,C,M,S,5.9,7.4,8.5,M,M,M,0.38,0.97,1.79
0,0,C,M,M,5.2,6.2,8.8,M,M,M,0.25,0.44,0.88
0,0,C,M,M,5.5,6.6,8.2,M,M,M,0.17,0.76,0.88
0,0,C,S,M,5.2,6.2,7.6,M,M,M,0.02,0.57,0.93
0,0,C,M,S,4.5,6.7,6.5,M,M,M,0.15,0.33,0.73
0,0,C,H,S,4.2,5.7,6.1,M,M,M,0.47,0.45,0.82
0,0,C,M,S,5,6,7.8,M,M,M,0.19,0.68,1
0,0,C,H,S,6.4,7.9,9,M,M,M,0.22,0.43,0.73
0,0,C,S,A,5.4,7,7.9,M,M,M,0.03,0.16,0.35
0,0,C,H,S,5.4,6.3,7.7,M,M,M,0.13,0.16,0.2
0,0,C,H,S,5,5.9,7,M,M,M,0.18,0.29,0.81
0,1,C,H,S,6,7,7.9,M,M,M,0.05,0.01,0.87
0,0,C,M,M,6.4,7.6,8.1,M,M,M,0.69,0.8,0.96
0,0,C,S,A,3.2,6.2,7.1,M,M,M,0.18,0.35,0.48
0,0,C,S,A,3,7.1,7.9,M,M,M,0.01,0.09,0.07
0,0,C,S,S,4.8,5.8,8.7,M,M,M,0.16,1.2,1.5
0,0,C,S,A,5,5.8,7.4,M,M,M,1.79,1.94,1.45
0,0,C,M,S,4.9,6.1,7.5,M,M,M,0.21,0.58,1.56
0,0,C,S,A,3.7,6.2,8.1,M,M,M,0.32,0.81,1.76
0,0,C,H,S,3.6,5.8,6.1,M,M,M,0.3,0.82,1.15
0,0,C,H,S,3.9,6.8,8.1,M,M,M,0.38,0.6,1.57
0,0,C,M,S,3.9,7.5,9.8,M,M,M,0.76,1.75,1.91
0,0,C,M,S,5.3,6.8,8.4,M,M,M,0.02,1.02,2.18
0,0,C,S,A,4.6,6,9.3,M,M,M,0.55,1.04,1.94
0,0,C,H,S,2.8,6,9,M,M,M,0.12,0.37,1.15
0,1,C,M,S,3.7,7.2,10.7,M,M,M,0.72,0.51,1.94
0,0,C,S,S,4,5.9,9.5,M,M,M,0.79,1.42,1.66
0,1,C,M,S,2.9,8.5,9.9,M,M,M,0.27,1,1.35
0,0,C,M,S,3.9,8.2,10,M,M,M,0.4,0.42,1.15
0,0,C,H,S,5,9.8,13.9,M,M,M,0.08,1.75,2.05
0,0,C,H,S,5.4,6.4,11.2,M,M,M,0.15,1.2,1.55
0,0,C,H,S,2.3,3.1,4.9,M/V,G,G,0.18,0.48,1.3
0,0,C,H,A,1.6,3.2,4.3,M/V,M/G,G,0.08,0.88,1.3
0,0,C,H,A,1.8,3.4,4.7,M/V,G,G,0.13,0.42,0.99
0,0,C,H,A,2,3.7,5,M/V,M/G,G,0.08,0.5,1.12
0,0,C,H,A,2.2,3.7,4.5,M/V,M/G,G,0.07,0.05,1.01
0,0,C,H,A,1.8,3.8,5.8,M/V,M/G,G,0,0.71,1.24
0,0,C,H,A,2,3.6,5,M/V,M/G,G,0.04,0.21,1.36
0,0,C,H,A,2.4,3.8,5.3,M/V,G,G,0.04,0.63,1.54
0,0,C,H,A,2,3.6,5,M/V,M/G,G,0.13,0.62,1.18
0,0,C,H,A,1.4,2.4,4.5,M/V,M/G,M/G,0.13,0.39,1.12
0,0,C,H,A,1.4,3,4.5,M/V,M/G,G,0.19,0.66,1.2
0,0,C,H,A,1.3,3.5,4.9,M/V,M/G,G,0.05,0.33,0.89
0,0,C,H,A,1.3,3.3,5.1,M/V,M/G,G,0.05,0.09,0.32
0,0,C,H,A,2.1,4,5.4,M/V,G,G,0.03,0.13,0.74
0,0,C,H,S,0.7,3.2,5,M,M/R,R,0.02,0.7,0.86
0,0,C,M,M,0.8,2.7,5.5,M,M,R,0.25,0.59,0.93
0,1,C,S,M,1.8,4.1,6.3,M,M/R,M,0.06,0.71,0.54
0,0,C,S,S,1.9,3.8,6.7,M,M/R,R,0.15,0.59,0.4
0,0,C,S,M,1.9,4,6.5,M,M/R,M/R,0.09,0.47,0.4
0,0,C,M,S,1.9,4.2,7.3,M,M/R,M/R,0.11,0.56,0.26
0,0,C,M,S,2.6,4,7.6,M,R,R,0.06,0.16,0.21
0,0,C,M,S,2,4.7,7.1,M,M/R,R,0.05,0.4,0.29
0,0,C,M,S,2.7,4.8,6.9,M/R,R,R,0.06,0,0.1
0,0,C,S,M,2.2,4.4,7.8,M,M/R,M,0.03,0.2,0.28
0,0,C,M,A,2.5,4.7,7.4,M,M/R,R,0.06,0.16,0.08
1,0,C,M,S,1.6,4.3,5.9,M,R,M/R,0.07,0.18,0.17
0,0,C,S,S,2.5,3.8,6.4,M,R,R,0.06,1.9,1.27
0,0,C,S,A,1.3,4.8,6.6,M,M/R,M,0.57,0.56,1.3
0,0,C,S,M,1.9,4.2,6.1,M/R,R,R,0.23,0.67,0.97
1,0,C,M,A,1.8,4,7.4,M/R,R,R,0.21,0.33,0.61
0,0,C,S,M,1.9,4.4,5.3,M/V,R,R,0.13,0.4,0.17
1,0,C,M,A,2.8,5.3,7.8,R,R,R,0.12,0.17,0.62
0,0,C,S,A,2.2,4.2,7.5,R,R,R,0.07,0.85,1.3
0,0,C,M,M,3.2,5.1,6.8,R,R,R,0.05,0.96,1.7
0,0,C,M,S,2.4,3.8,6.5,M/R,R,R,0.17,0.51,1.3
0,0,C,S,A,3.2,6.7,8.1,R,M/R,M,0.06,0.51,1.42
0,0,C,A,A,2.8,5,7,R,R,R,0.35,0.92,1.56
0,0,C,A,S,2.4,6,7.9,R,R,R,0.69,0.7,1.33
0,0,C,S,S,2.2,4,7.4,R,R,R,0.06,0.24,1.2
0,0,C,S,S,2.8,5.1,8.7,R,R,R,0.01,0.55,1.03
0,0,C,A,A,2.3,4.9,7.7,R,R,R,0.24,0.53,1.18
1,0,C,S,S,2.2,4.4,7.2,R,R,M/R,0.02,0.55,1.1
0,0,C,H,A,2.4,5.7,7,R,R,R,0.08,1.02,0.92
0,0,C,M,A,2.8,5.6,7.2,M/R,R,R,0.13,0.5,1.15
0,0,C,H,A,2.9,4.9,6.7,M/R,R,R,0.17,0.67,1.13
0,0,C,H,A,2.1,6.2,8.1,R,R,R,0.19,0.49,0.87
0,0,C,H,A,2.9,6.2,7.8,M/R,R,R,0.07,0.68,1.13
0,0,C,H,A,2.5,5.9,7.9,R,R,M/R,0.08,0.52,1.06
0,0,C,H,A,3,5.8,7.8,M/R,R,M/R,0.09,0.47,1.1
0,0,C,H,A,2.1,4.9,7.3,R,R,R,0.23,0.52,1.44
0,0,C,H,A,2.2,2.9,7.4,M/R,R,R,0.03,0.82,1.16
0,0,C,H,A,2.2,3.9,7.1,M/R,M/R,R,0.14,0.87,1.26
0,0,C,H,A,2.1,5.2,6.6,M/V,M/R,R,0.12,0.61,1.25
0,0,C,H,A,2.8,5.5,7.6,M/R,R,R,0.17,0.6,1.24
0,0,C,H,A,2.3,5,7.5,M/R,R,R,0.19,0.37,0.86
0,0,C,M,S,2.6,4,6.1,R,R,R,0.26,0.5,1.21
0,0,C,S,S,1.8,4.1,6.2,M/R,R,R,0.08,0.52,1.48
0,0,C,S,S,1.8,3,5.7,M/R,R,R,0.41,1.26,2.28
0,0,C,S,M,2,4.1,6.9,R,R,R,0.51,1.69,2.59
0,0,C,M,M,2.1,4,6.5,M/V,R,R,0.45,0.91,1.92
0,0,C,M,S,1.9,4.2,5.3,M/V,R,R,0.05,0.03,1.41
0,0,C,M,S,2,4.6,6.8,M/R,R,R,0.31,1.28,2.07
0,0,C,H,S,2.5,4.2,5.8,M/R,R,R,0.37,1.51,1.73
0,0,C,M,S,2.7,4.4,6.8,R,R,R,0.41,0.59,1.25
0,0,C,M,S,1.8,4.2,6.6,M,M/R,R,0.1,0.09,0.51
0,0,C,M,S,1.6,2.9,5.6,M/V,M/R,R,0.06,0.1,0.51
0,0,C,M,S,1.8,4.3,6.3,M,R,R,0.17,0.48,1.14
0,0,C,S,A,1.7,3.8,5.8,M,R,R,0.08,0.36,1.44
0,0,C,M,S,1.7,3.8,7,M/R,R,R,0.09,0.34,1.24
0,0,C,M,S,1.8,3.9,6,M/R,M/R,R,0.41,0.48,1.42
0,0,C,H,S,1.8,3.4,5.9,M,R,R,0.15,0.71,1.32
0,0,C,M,S,1.9,3.7,6.5,M,R,R,0.17,0.48,1.2
0,0,C,A,S,2,3.8,6.1,R,R,R,0.08,0.36,0.41
0,0,C,A,S,2.4,5.2,6,M/R,R,R,0.11,0.5,0.66
0,0,C,M,S,1.8,4,6.6,M/R,M/R,R,0.27,0.16,0.41
0,0,C,M,S,1.6,3.8,6.5,M/R,R,R,0.12,0.03,0.5
0,0,C,S,M,2,4.2,6.2,R,R,R,0.04,0.33,0.1
1,0,C,M,A,1.2,1.2,4.9,M/R,R,R,0.03,0.02,0.22
2,0,C,M,A,2.1,3.2,5,M/R,M/R,R,0.19,0.53,0.81
1,0,C,M,S,1.6,4.2,7,M/R,R,R,0.11,0.42,0.61
1,0,C,S,S,2,3.8,6.5,M/R,M/R,M/R,0.06,0.25,0.14
0,0,C,M,A,1.6,3.7,5.8,M/R,R,M,0.05,0.25,0.21
0,0,C,M,S,1.6,3,5,M/R,M/R,R,0.05,0.1,0.18
0,0,C,S,S,1.5,4.8,5.1,R,M/R,M,0.03,0.05,0.28
1,0,C,M,S,1.4,3.4,6,R,R,R,0.03,0,0.04
1,0,C,S,S,2,3.6,6.5,R,R,R,0,0.21,0.71
1,0,C,M,S,1.7,3.6,5.9,M,R,R,0.07,0.36,0.78
0,0,C,S,M,1.7,3.8,5.8,M/R,R,R,0.15,0.35,0.66
0,0,C,S,M,2.3,3.5,5.1,R,R,R,0.12,0.37,0.76
0,0,C,M,A,3.7,4.7,5.4,M,M,M,0.08,0.48,0.62
