BASS,SASQ,Shade,EmergVegDensity,EmergWMDensity,Depth5,Depth10,Depth15,Substrate5,Substrate10,Substrate15,Vel5,Vel10,Vel15
0,0,A,A,A,5.6,7.7,9.3,M,M,M,0.49,1.22,1.28
0,0,A,A,A,5.6,7.3,9,M,M,M,-0.22,1.4,1.4
1,0,A,A,A,3.3,2.6,6.8,M,M/V,M,0.33,1.07,1.77
1,0,A,A,S,2.9,7.1,9.7,M,M,M,0.9,1.75,1.78
0,0,A,A,S,4.4,7.1,8.8,M,M,M,0.69,1.52,1.61
0,0,A,A,A,4.8,8.3,9.9,M,M,M,1.51,1.88,1.7
0,0,A,A,A,2.4,5.6,9,M,M,M,0.52,1.08,1.75
0,1,A,A,A,2.3,4,5.6,G,R,R,0.25,1.03,1.61
0,0,A,A,A,2.6,3.9,5.9,G,R,R,0.41,0.53,1.08
0,1,A,A,A,2.3,3.5,4,G,M/R,R,0.62,0.67,0.75
0,0,A,A,A,2.1,3.8,5.7,G,R,R,0.68,0.77,1.17
0,1,A,A,A,2.8,4.2,6.8,G,R,R,0.58,0.71,1.33
0,0,A,A,A,2.6,4,6.4,G,M/R,R,0.56,1.01,1.64
0,0,A,A,A,2.4,3.6,6.5,G,R,R,0.68,0.81,1.06
0,1,A,A,A,2.3,3.9,5,M/G,M/G,R,0.51,0.88,1.1
0,0,A,A,A,2.4,3.6,4.3,M/R,M/R,R,0.45,0.72,0.94
0,0,A,A,A,2.3,3.3,5.1,M/R,R,M/R,0.47,0.6,1.16
0,0,A,A,A,2.6,3.8,5.2,G,M/R,R,0.67,0.82,1.04
0,0,A,A,A,2.3,3.4,4.5,G,R,R,0.37,0.48,0.82
0,0,A,A,A,2.8,4.1,6.2,G,M/R,M/R,-0.03,0.6,0.59
0,0,A,A,A,2,3.2,5.9,G,M/R,R,0.37,0.4,0.59
0,0,A,A,S,3.1,7.4,9.7,G,M/R,M/R,1.26,1.75,1.82
0,0,A,A,M,3.1,6.3,8.3,G,M/R,M/R,0.46,1.14,1.33
0,0,A,A,S,3,4.8,7.7,M/G,M/G,M/R,0.39,0.98,1.27
0,0,A,A,M,3.1,5.5,7.6,M,M,M/R,0.34,1.14,1.61
0,0,A,A,M,3,5.1,6.7,M,M/R,R,0.24,0.81,1.2
0,0,A,A,H,2.6,4.8,8.1,M/R,M/R,M/R,0.51,1.15,1.21
0,0,A,A,S,2.3,4.1,6.1,M,M,M/R,0.34,0.84,0.91
1,0,A,A,M,2.5,6.6,9.3,M/G,M,M,-0.01,0.94,1.16
0,0,A,A,M,2,3.6,6,M,M,M,0.29,0.35,0.87
0,0,A,A,A,2.3,4.4,6.7,M,M,M,0.43,0.75,0.83
0,0,A,A,A,2.8,5.1,7.4,M,M,M,0.34,0.5,0.61
0,0,A,A,S,2.6,5.5,7.7,M/R,M/R,M,0.03,0.03,0.37
2,0,A,A,H,2.2,4.8,8,M/R,M,M,-0.07,-0.13,0.08
0,0,Absent,None,None,2,4.2,6.8,R,R,R,0.25,0.86,1.24
0,0,Absent,None,None,1.7,3.9,7.1,R,R,R,0.28,0.47,0.91
0,0,Absent,None,None,2.4,4.9,7.3,R,R,R,0.49,0.8,0.88
0,0,Absent,None,None,1.4,4.2,6.6,R,R,R,0.73,0.91,1.11
0,0,Absent,None,None,2.7,4.6,7.1,R,R,R,0.88,0.75,0.87
0,0,Absent,None,None,2.2,4.2,6.8,R,R,R,0.51,0.88,0.86
0,0,Absent,None,None,2.2,4.4,6.7,R,M,M,0.46,0.62,0.86
0,0,Absent,None,None,1.9,4.3,6.4,R,M,R,0.31,0.79,0.95
0,0,Absent,None,None,1.7,3.7,5.6,R,R,R,0.24,0.61,0.86
0,0,Absent,None,None,2.1,4.2,6.1,R,R,R,0.4,0.63,1.03
0,0,Absent,None,None,1.8,3.2,5.6,R,R,R,0.55,0.92,0.97
0,0,Absent,None,None,1.3,3.8,6.5,R,R,R,0.34,0.58,0.98
0,0,Absent,None,None,1.4,3.6,5.8,R,R,M,0.3,1.06,1.19
0,0,Absent,None,None,2.5,3.7,7.3,R,R,M,0.5,1.04,1.09
0,0,Absent,None,None,1.4,4.1,7,R,R,R,0.48,0.69,1.31
0,0,Absent,None,None,1.7,4.1,6.3,R,R,R,0.67,1.07,1.08
0,0,Absent,None,None,2.1,4.2,6.8,R,R,R,0.27,0.56,1
0,0,Absent,None,None,1.8,4.4,6.7,R,R,M,0.15,0.83,1.05
0,0,Absent,None,None,1.7,4.3,6.4,R,R,M,0.6,0.78,1.14
0,0,Absent,None,None,2,4.6,6.5,R,R,M,0.58,0.89,0.95
0,0,Absent,None,None,2.3,4.5,6.3,R,R,M,1.01,1.09,1.59
0,0,Absent,None,None,1.7,4,6.9,R,R,R,0.71,1.12,1.44
0,0,Absent,None,None,2,4.5,6.2,R,M,R,0.35,0.79,0.82
0,0,Absent,None,None,2.6,4.3,6.7,R,R,M,0.74,0.85,1.32
0,0,Absent,None,None,2,4,6.3,R,R,R,0.3,0.7,0.72
0,0,Absent,None,None,2,4.1,7.4,R,R,R,0.33,0.44,0.76
0,0,Absent,None,None,1.6,2.1,7.2,R,R,R,0.54,0.81,1.26
0,0,Absent,None,None,0.9,3.8,7.2,M,R,R,0.19,0.64,0.73
0,0,Absent,None,None,0.8,3.8,6.8,M,M,M,0.26,0.53,1.06
0,0,Absent,None,None,2.9,5.3,6.5,M,R,R,0.5,0.77,0.96
0,0,Absent,None,None,1.6,5,5.9,M,M,M,0.31,0.97,0.92
0,0,Absent,None,None,2.2,5.5,6.1,M,R,M,0.66,0.93,0.93
0,0,Absent,None,Low,2.3,4.7,8,R,R,R,0.36,1.09,1.37
0,0,Absent,None,None,2.6,4.7,6.9,R,R,R,0.47,0.74,1.07
0,0,Absent,None,None,2,5.6,8.2,R,R,R,0.02,0.37,0.89
0,1,Absent,None,Very Low ,2.4,4,5.9,R,R,R,0.02,0.41,1
0,2,Absent,None,None,3.5,5.9,6.9,R,R,R,0.11,0.29,1
0,1,Absent,None,None,2.5,5.9,6.7,R,R,R,0.15,0.64,1.2
0,6,Absent,None,Very Low ,2.3,5,5.8,R,R,R,0.47,0.79,1.15
0,3,Absent,None,Very Low ,2.1,5.2,5.5,R,R,R,0.18,0.43,0.56
0,1,Absent,None,None,1.5,4.2,7.5,R,R,R,0.08,0.4,0.98
0,6,Absent,None,Very Low ,2.6,3.6,5.6,R,R,R,0.03,0.46,0.9
1,0,Absent,None,None,1.7,4.7,5.9,R,R,R,0.02,0.03,1.12
0,3,Absent,None,None,1.4,3.8,5.3,R,R,R,0.02,0.56,1.21
0,1,Absent,None,None,1.6,4.2,5.6,R,R,R,0.22,0.95,1.45
0,3,Absent,None,None,1.2,5.1,7.2,R,R,R,0.19,0.43,1.02
0,5,Absent,None,None,1.1,6.1,8.4,R,R,R,0.02,0.38,0.68
0,0,Absent,None,Very Low ,3,5.1,7.2,R,R,R,0.35,0.78,0.77
0,0,Absent,None,None,2.4,6,7.4,R,R,R,0.16,0.79,1.04
0,0,Absent,None,Very Low ,1.7,2.9,6.5,R,R,R,0.17,0.32,1.04
0,0,Absent,None,Very Low ,0.6,4.1,6.2,R,M,R,0.27,0.32,1.23
0,0,Absent,None,Low,1.7,5,7.1,R,R,R,0.09,0.54,1.51
0,0,Absent,None,Low,1.6,4.1,6.8,M,R/M,R,0,0.26,0.44
0,1,Absent,None,Low,0.8,3.7,6.1,R,R,R,0,0.33,0.77
0,0,Absent,None,Low,1.9,5.5,9.1,R/M,R,R,0.16,0.77,1.2
0,0,Absent,None,Medium,1.9,5.7,8.6,R,R,R,0.22,0.73,1.06
0,0,Absent,None,High ,1.1,3.5,5.4,R,R,R,0.08,0.14,0.43
0,0,Absent,None,Very Low ,2.4,5.1,6.7,R,R,R,0.2,0.2,0.84
0,0,Absent,None,High,1.3,5.1,8.2,R,R,R,0.08,0.25,0.97
0,0,Absent,None,None,1.9,3.8,5.5,R,R,R,0,0.13,0.42
0,0,Absent,None,High,0.8,4.2,7.1,R,R,R,0.31,0.23,0.61
0,0,Absent,None,Low,2.1,3.7,5.8,R,R,R,0.05,0.25,0.71
0,0,Absent,None,Medium,1.9,4.1,5.8,R,R,R,0.12,0.37,0.57
0,0,Absent,None,Low,1.8,4.8,6.7,R,R,R,0.12,0.48,0.89
0,0,Absent,None,Very Low ,1.1,3.2,5.3,R,R,R,0.07,0.12,0.3
0,0,Absent,None,High,0.8,4.5,5.9,R,R,R,0.22,0.29,0.72
0,0,Absent,None,None,2.2,5.3,7.3,R/M,R,R,0.06,0.21,0.78
0,0,Absent,None,Low,2.7,4.7,7.9,R,R/M,R/M,0,0.04,0.48
0,0,Absent,None,Medium,2,4.2,7.8,R,R,R,0,0.23,0.33
0,0,Absent,None,Very Low ,1.8,4.5,6,R,R,R,0,0.18,0.67
0,0,Absent,None,Very Low ,2.3,3.4,5.7,R,R,R,0.04,0.06,0.2
0,0,Absent,None,High,1.8,3.9,5.9,R,R,R,0,0.2,0.41
0,0,Absent,None,Medium,0.7,4.4,7,R/M,R/M,R,0.02,0.32,0.45
0,0,Absent,None,Very Low ,1.7,4.9,8.2,M,M,R/M,0.22,0.56,0.7
0,0,Absent,None,None,2.1,4.6,8.3,M,M,M,0.03,0.21,0.42
0,0,Absent,None,Medium,0.6,4.5,8.1,M,M,M,0.14,0.24,0.36
0,0,Absent,None,Medium,1.9,3.3,7.5,R,M,M,0.02,0.03,0.41
0,0,Absent,None,Medium,2.4,4.6,8.1,M,M,M,0.01,0.06,0.13
0,0,Absent,None,Low,2.2,4.9,7.5,M,M,R,0.01,0.2,0.2
0,0,Absent,None,Low,1.9,4.5,8,M,M,M,0.01,0.02,0.23
0,0,Absent,None,Low,2.1,5.2,9.5,R,M,M,0.13,0.65,1.07
0,0,Absent,None,Low,2.2,4.6,6.8,M,M,R,0.01,0.38,1.18
0,0,Absent,None,High,0.9,3.9,6.1,M,M,M,0.31,0.47,0.53
0,0,Absent,None,Low,0.6,3.3,4.7,M,M,M,0.01,0.64,0.73
0,1,Absent,None,None,2,4.7,4.4,R/M,R/M,R/M,0.51,0.67,0.96
0,0,Absent,None,None,1.4,2.3,5,R/M,R/M,R/M,0.21,0.61,0.79
0,0,Absent,None,None,1.5,2.1,4.9,R/M,R/M,R/M,0.17,0.51,0.82
0,0,Absent,Very Low ,None,1.2,3.1,5,R/M,R/M,R/M,0.14,0.42,0.85
0,0,Absent,Very Low ,None,1.5,3.3,6.2,R/M,R/M,R/M,0.05,0.28,0.63
0,0,Absent,None,None,1.6,3,6.1,R/M,R/M,R/M,-0.05,0.09,0.81
0,0,Absent,Very Low,None,1.5,3.2,5.4,R/M,R/M,R/M,0.09,0.7,0.8
0,0,Absent,Very Low,None,1.9,3.7,5.6,R/M,R/M,R/M,0.68,1.13,1.24
0,0,Absent,Very Low,None,1.6,3,5.3,R/M,R/M,R/M,0.26,0.51,1.01
0,0,Absent,Very Low,None,1.5,3,6.1,R/M,R/M,R/M,0.4,0.98,0.99
0,0,Absent,None,None,1.6,3.2,5,R/M,R/M,R/M,0.28,1.09,0.64
0,0,Absent,None,None,1.4,3.1,5.2,R/M,R/M,R/M,0.38,0.99,1.12
0,0,Absent,None,None,1.4,3.4,4.9,R/M,R/M,R/M,0.17,1.1,1.05
0,0,Absent,Very Low,None,1.7,3.1,4.8,R/M,R/M,R/M,0.28,1.02,1.14
0,0,Absent,None,None,1.2,3,5.5,M,R/M,R/M,0.11,1.24,1.27
0,0,Absent,None,None,1.1,2.8,4.4,R/M,R/M,R/M,0.11,0.81,1.21
0,0,Absent,None,None,1.1,2.7,4.1,R/M,R/M,R/M,0.32,0.78,0.94
0,0,Absent,None,None,1.2,2.8,4.8,R/M,R/M,R/M,0.42,0.86,1.07
0,0,Absent,Very Low,None,1.2,2.7,5.1,R/M,R/M,R/M,0.24,1.01,1.41
0,0,Absent,None,None,2,3.4,5.7,R/M,R/M,R/M,0.43,0.73,1.07
0,0,Absent,Very Low,None,1.3,3,4.7,R/M,R/M,R/M,0.28,0.82,1.27
0,0,Absent,None,None,1.6,3.5,4.7,R/M,R/M,R/M,0.36,0.75,1.16
0,0,Absent,None,None,1.3,2.9,4.8,R/M,R/M,R/M,0.21,0.75,1.23
0,0,Absent,None,None,1.4,3.3,5.1,R/M,R/M,R/M,0.25,1.03,1.15
0,0,Absent,None,None,0.8,2.8,4.6,R/M,R/M,R/M,0.18,0.75,1.15
0,0,Absent,Very Low,None,1.1,2.4,4.4,R/M,R/M,R/M,0.15,0.84,0.99
0,0,Absent,Very Low,None,1.7,3,4.9,R/M,R/M,R/M,0.1,0.51,0.86
0,0,Absent,Very Low,None,1.8,3,5.4,R/M,R/M,R/M,0.15,0.28,1.04
0,0,Absent,Very Low,None,1.3,3,4.8,R/M,R/M,R/M,0.07,0.63,0.83
0,0,Absent,None,None,1.4,3.1,4.9,R/M,R/M,R/M,0.12,0.32,0.84
0,0,Absent,None,None,1.8,3.2,4.8,R,R/M,R/M,0,0.41,0.62
0,0,Absent,None,Medium,3.1,5,7.1,M,M,M,0.6,0.89,0.96
0,0,Absent,None,None,4.3,5.3,7.9,M,M,M,1.05,0.76,0.88
0,0,Absent,None,None,3.2,4.5,5.7,M,M,M,0.71,0.87,1.05
0,0,Absent,None,Very Low ,2,3.3,4.7,M,M,M,0.3,0.67,0.99
0,0,Absent,None,Very Low ,2.3,3.1,4.2,M,M,M,0.5,0.75,1.05
0,0,Absent,None,None,2.5,4,4.5,M,M,M,0,0.21,0.65
0,0,Absent,None,None,3.2,4.4,5.4,M,M,M,0.08,0.19,0.6
0,0,Absent,None,Very Low ,3.1,4.7,6.3,M,M,M,0.06,0.11,0.46
0,3,Absent,None,Low,2.9,4.9,6.6,M,M,M,0,0.47,1.11
0,0,Absent,None,None,2.2,2.9,3.6,M,M,M,0.26,0.13,0.83
0,0,Absent,None,Low,2.9,4.4,5,M,M,M,0.05,0.34,0.99
0,0,Absent,None,Low,1.7,4,6.2,M,M,M,0.33,0.9,1.15
0,0,Absent,None,Very Low ,3.6,5.7,9,M,M,M,0.48,0.68,0.82
0,0,Absent,None,Very Low ,2.8,5.3,7.7,M,M,M,0.78,0.88,0.91
0,0,Absent,None,Very Low ,3.1,4.8,6.1,M,M,M,0.1,0.63,1.37
0,0,Absent,None,Low,3.1,5.1,6.6,M,M,M,0.35,0.89,1.19
0,0,Absent,None,None,1.8,3.1,4.9,M,M,M,0.08,0.36,1.07
0,0,Absent,None,None,2.6,7.3,10.2,M,M,M,0.28,0.65,1.44
0,0,Absent,None,None,2.7,7.6,11.6,M,M,M,0.02,1.06,1.21
0,0,Absent,None,None,2.1,7.2,10.8,M,M,M,0.17,0.76,1.15
0,0,Absent,None,Low,2.5,5.6,8.1,M,M,M,0.15,0.5,1.21
0,0,Absent,None,Low,2.1,4.2,7.4,M,M,M,0.3,0.66,1.28
0,0,Absent,None,None,5.3,7.7,11.1,M,M,M,0.11,0.4,0.9
0,0,Absent,None,None,1.3,6.6,9.2,M,M,M,0.25,0.84,0.9
0,0,Absent,None,None,1.7,5.5,10,M,M,M,0.2,0.49,1.14
0,0,Absent,None,Low,3.6,7.1,10.8,M,M,M,0.17,1.25,1.38
0,0,Absent,None,Very Low ,3,9.6,10.4,M,M,M,0.08,0.37,1.58
0,0,Absent,None,Very Low ,5.2,7.6,12.3,M,M,M,0.03,0.62,1.13
0,0,Absent,None,Very Low ,4.9,7.8,13.2,M,M,M,0.07,1.49,1.72
0,0,Absent,None,High,2,4,8.5,M,M,M,0.27,1.18,1.51
0,0,Absent,None,Medium,1.5,3,9.2,M,M,M,0.12,0.66,0.98
0,0,Absent,Very Low ,Very Low ,1.9,2.2,3.1,M,M,M,0.15,0.26,0.47
0,0,Absent,Low,Low ,1.7,2.5,3.6,M,M,M,0.03,0.07,0.25
0,0,Absent,Low,High,1.6,3,3.7,M,M,M,0.02,0.18,0.12
0,1,Absent,None,Very High,0.9,2.9,6.9,M,M,M,0,0.37,0.66
0,0,Absent,Very Low ,High ,0.6,3,5.6,M,M,M,0,0.03,0.21
1,0,Absent,None,High ,1.6,3,4.8,M,M,M,0,0.03,0.18
0,0,Absent,None,High,1.8,2.6,4.5,M,M,M,0,-0.04,0.01
0,0,Absent,None,Low,1.7,2.8,4.5,M,M,M,0.01,0.21,0.43
0,0,Absent,None,Low,0.7,2.2,3.7,M,M,M,0,0.16,0.38
0,1,Absent,None,Low,0.8,3.6,4.8,M,M,M,0.18,0.51,0.73
0,1,Absent,None,Medium,1.1,2.5,3.5,M,M,M,0.08,0.42,0.47
0,0,Absent,None,Very Low ,3.9,7,9,M,M,M,0.05,1.04,1.07
0,0,Absent,None,Medium,1.8,3.3,6.2,M,M,M,0.12,0.24,0.59
0,0,Absent,None,Medium,2.2,3.8,4.9,M,M,M,0,0.65,0.72
0,0,Absent,None,High,2.5,4,6.3,M,M,M,0.01,0.29,0.69
0,0,Absent,None,Low,1.5,3.2,5.3,M,M,M,0.03,0.08,0.31
0,0,Absent,None,Very Low ,2,2.7,4.7,M,M,M,0,0.17,0.72
0,0,Absent,None,Low,2.4,4,4.6,M,M,M,0.28,0.35,0.36
0,1,Absent,None,Low,2,3,3.4,M,M,M,0.51,0.5,0.54
0,0,Absent,None,Low,2.5,3.2,4.1,M,M,M,0,0.25,0.67
0,0,Absent,None,Medium,4.4,5.8,9,M,M,M,0.46,0.93,1
2,0,Absent,None,Medium,3.2,4.7,6.5,M,M,M,0.3,0.64,1
0,0,Absent,None,Low,3.6,4.8,5.5,M,M,M,0.8,1.19,1.16
0,0,Absent,None,Low,1.7,2.7,4.4,M,M,M,0.34,0.73,1.03
0,0,Absent,None,None,1.9,3.4,5.5,M,M,M,0.25,0.42,0.69
0,0,Absent,None,None,2.8,3.6,4.8,M,M,M,0.18,0.29,0.68
0,0,Absent,None,None,3,3.8,5.3,M,M,M,0.2,0.37,0.81
0,0,Absent,None,None,3,4.4,7,R,R,R,0.39,0.75,1.33
0,0,Absent,None,None,2.3,4.2,6.6,R,M,R,0.72,0.82,1.18
0,0,Absent,None,None,3.1,4.4,6.5,M,M,M,0.88,0.82,1.24
0,0,Absent,None,None,2.1,4.5,7,R,R,M,0.65,1.05,1.11
0,0,Absent,None,None,4.4,5,6.7,R,R,R,0.79,1.17,1.63
0,0,Absent,None,None,2.8,4.6,5.6,R,M,M,0.33,0.75,0.79
0,0,Absent,None,None,2.5,4.3,6.3,R,R,R,0.2,1.11,1.12
0,0,Absent,None,None,2.3,4.3,5.8,R,R,M,0.41,0.85,1.08
0,0,Absent,None,None,2.2,4.5,6.5,M,M,M,0.22,0.88,0.88
0,0,Absent,None,None,1.7,3.5,5.3,R,M,M,0.46,0.62,1.02
0,0,Absent,None,None,2.1,3.8,5.4,M,R,M,0.38,0.79,0.84
0,0,Absent,None,None,2.6,4.3,6.9,M,R,R,0.56,0.97,1.31
0,0,Absent,None,None,2.5,5.5,5.9,R,R,R,0.23,1.07,0.97
0,0,Absent,None,None,2.3,4.3,6.3,R,M,R,0.15,1.05,1.15
0,0,Absent,None,None,3.1,4.6,6.2,R,M,M,0.32,1.28,1.03
0,0,Absent,None,None,3.1,4.4,6.8,R,R,R,1.06,1.27,1.24
0,0,Absent,None,None,2.5,4.3,6.6,R,M,R,0.48,0.89,1.68
0,0,Absent,None,None,3.7,4.2,6,R,R,R,0.33,1.03,1.45
0,0,Absent,None,None,3,4.3,6.4,M,R,R,0.58,0.79,0.95
0,0,Absent,None,None,2.4,3.4,6,M,M,M,0.27,0.77,0.99
0,0,Absent,None,None,2,4,6.2,R,R,R,0.36,0.89,1.27
0,0,Absent,None,None,2.6,4.9,6.2,R,M,M,0.23,1.04,0.91
0,0,Absent,None,None,3,4.3,6.4,M,M,M,0.43,0.89,1.63
0,1,Absent,None,None,2,4.6,5.2,R,R,R,0.79,0.69,1.28
0,1,Absent,None,None,2.8,4,6.2,R,R,R,0.67,1.15,1.14
0,0,Absent,None,Very Low ,2.1,4.6,6.7,R,R,R,-0.03,0.33,0.78
0,3,Absent,None,None,2.1,3.6,6.1,R,R,M,-0.09,0.38,0.73
0,0,Absent,None,None,3.4,5.5,7.3,R,R,R,0.01,0.89,0.88
0,1,Absent,None,None,2.9,5.8,7.5,R,R,R,0.38,1.07,1.19
0,0,Absent,None,None,2.4,5,6.7,R,R,R,0.36,0.92,0.83
0,0,Absent,None,None,2.4,4.8,6,R,R,R,0.58,0.62,0.82
0,2,Absent,None,Very Low ,2.3,4.3,6.3,R,R,R,0.13,0.81,0.6
0,1,Absent,Very Low,None,2,4,7.6,R,R,R,0.03,0.43,0.44
1,1,Absent,None,None,2.3,3.8,5.7,R,R,R,0.66,0.98,1.15
0,4,Absent,None,None,3.2,5.2,7,R,R,R,0.03,1.13,1.1
0,0,Absent,None,None,2.3,4.7,5.1,R,R,R,0.71,1.33,1.62
0,3,Absent,None,None,2.8,4.2,6.2,R,M,M,0.13,0.77,1.14
0,0,Absent,Very Low,Very Low ,3.4,5.8,8,R,R,M,0.23,0.96,0.8
0,1,Absent,None,None,2.6,5.7,6.9,R,R,R,0.42,1.04,0.67
0,0,Absent,None,None,2.2,4.5,6.6,R,R,R,0.24,0.97,1.05
0,3,Absent,None,Very Low ,2,3.6,5.5,R,R,R,0.12,0.32,0.46
0,0,Absent,None,Very Low ,1.1,2.5,5.7,M,M,R,0.22,0.31,0.71
0,0,Absent,None,Low,2.5,3.8,5.8,R,R,R,0.34,0.56,1.11
0,0,Absent,None,High,1.8,3.6,6.4,M,M,M,0.17,0.33,0.48
0,0,Absent,None,High,2.2,4.2,6.1,R,R,M,0.37,0.47,0.79
0,0,Absent,None,None,0.7,3.4,5.4,R,R,M,0.35,0.15,0.43
0,0,Absent,None,High,2,3.1,6.4,M,M,M,0.22,0.21,0.94
0,0,Absent,None,High,1.4,2.8,5.4,M,M,M,0.14,0.35,1.13
0,0,Absent,None,None,1.6,4.6,6.6,M,M,M,0.18,0.3,0.54
0,0,Absent,None,Medium,1.6,3.3,4.8,M,M,R,0.28,0.5,0.75
0,0,Absent,None,Low,1.3,2.2,5.3,M,M,M,0.29,0.22,0.39
0,0,Absent,None,Low ,1.5,3,5.7,M,M,M,0.16,0.1,0.14
0,0,Absent,None,Very Low ,1.6,3.7,5.3,M,M,M,0.04,0.07,0.44
0,0,Absent,None,Medium,1.7,5.5,8,M,M,M,-0.8,-0.13,0.01
0,0,Absent,None,Medium,1.5,3.8,5.7,M,M,M,-0.08,-0.12,0.12
0,0,Absent,Very Low,None,1.6,4.4,7.7,M,R,R,0.13,0.61,0.61
0,0,Absent,None,Very Low ,1.7,4,6.5,M,M,M,0.26,0.32,0.83
0,0,Absent,None,Medium,1.4,2.1,5.1,M,M,M,0.06,0.26,0.69
0,0,Absent,None,None,1.2,2.7,4.5,R,R,R,0.19,0.65,0.33
0,0,Absent,None,None,1.4,2.8,4.3,R,R,R,0.12,0.54,1.14
0,0,Absent,Very Low,None,1.3,2.5,4.2,R,R,R,0.1,0.87,0.88
0,0,Absent,Very Low,None,1.7,2.8,4.5,R,R,R,0.71,1.03,1.37
0,0,Absent,Very Low,None,1.6,2.5,4.1,R,R,R,0.56,0.95,1.46
0,0,Absent,Very Low,None,1.5,2.5,4.4,R,R,R,0.27,0.78,0.94
0,0,Absent,Very Low,None,1.2,2.7,4.4,R,R,R,0.12,0.9,1.21
0,0,Absent,Very Low,None,1.6,2.7,4.3,R,R,R,0.36,0.78,1.58
0,0,Absent,Very Low,None,1.7,2.5,4.3,R,R,R,0.34,0.8,0.89
0,0,Absent,Very Low,None,1.7,2.6,3.9,R,R,R,0.42,0.99,1.11
0,0,Absent,Very Low,None,1.2,2.3,3.8,R,R,R,0.33,0.79,1.14
0,0,Absent,Very Low,None,1.3,2.4,3.5,M,M,R,0.38,1.01,0.87
0,0,Absent,Very Low,None,1,2.1,3.5,R,R,R,0.23,0.87,1.01
0,0,Absent,Very Low,None,1.5,2.6,4.5,R,M,R,0.31,0.66,0.82
0,0,Absent,Very Low,None,1.7,2.6,4.1,R,M,R,0.18,0.47,0.75
0,0,Absent,Very Low,None,1.7,2.7,4.4,M,M,R,-0.16,0.06,0.4
0,0,Absent,Very Low,None,1.6,2.3,4.1,M,M,R,0.15,0.24,0.42
0,0,Absent,Low,None,1.7,2.6,4.6,M,M,R,0.1,0.5,0.71
0,0,Absent,Very Low,None,1.7,2.5,4.4,M,M,R,0.1,0.5,0.71
0,0,Absent,Very Low,None,3.9,5,6.1,M,M,M,0.82,0.66,1.32
0,2,Absent,Very Low,Very Low ,3.2,5.2,6.1,M,M,M,0.37,0.72,1.53
0,0,Absent,None,None,4,5,5.8,M,M,M,-0.14,0.51,1.3
0,0,Absent,None,None,4.1,6.1,7.5,M,M,M,-0.12,-0.02,1.39
0,0,Absent,None,None,4.8,6.5,7.6,M,M,M,0.92,1.64,1.34
0,0,Absent,None,None,2.3,4.2,5.9,M,M,M,0.11,0.94,1.13
0,0,Absent,None,High,3,5.8,7,M,M,M,0.41,1.02,1.32
0,0,Absent,Very Low,Very Low ,5.6,7.5,10.8,M,M,M,0.56,1.24,1.26
0,0,Absent,None,Low,4.9,6.8,7.7,M,M,M,0.54,1.12,1.48
0,0,Absent,None,Very Low ,2.7,4.1,6.1,M,M,M,0.28,0.62,0.94
0,0,Absent,Very Low,Very Low ,6.1,8.6,13,M,M,M,0.09,0.75,1.45
0,0,Absent,None,Very Low ,2.1,9.3,11.6,M,M,M,-0.02,0.43,1.08
0,0,Absent,None,Very Low ,5.7,8.5,10.1,M,M,M,0.36,0.77,1.43
0,0,Absent,None,Very Low ,2.6,8.4,11.2,M,M,M,0.2,1.06,1.17
0,0,Absent,None,None,2.9,6.4,10.1,M,M,M,0.41,0.88,0.31
0,0,Absent,None,Very Low ,5.6,7.5,12.1,M,M,M,0.52,0.09,1.77
0,0,Absent,None,Low,4.4,7.6,12,M,M,M,-0.06,0.79,1.6
0,0,Absent,None,Low,6.5,9.6,13,M,M,M,0.02,1.46,1.85
0,0,Absent,None,Medium,2.2,5.1,10.7,M,M,M,0.65,0.92,1.09
0,1,Absent,Very Low,Very Low ,3,3.6,4,M,M,M,0.31,0.26,0.5
0,0,Absent,None,Low ,2.7,3.7,4.7,M,M,M,0.21,0.49,0.52
0,0,Absent,None,Low ,1.7,3.5,4.3,M,M,M,0.28,0.41,0.11
0,0,Absent,None,Very Low ,1.5,3.5,5.1,M,M,M,0.17,0.45,0.54
0,0,Absent,None,Low ,3.6,5.9,8.2,M,M,M,0.11,0.88,1.1
0,0,Absent,None,Very Low ,2.3,3.6,4.9,M,M,M,0.04,0.25,0.86
0,0,Absent,None,Very Low ,1.7,3.2,4.6,M,M,M,0.07,0.42,0.8
0,0,Absent,None,Very Low ,1.4,2.5,3.7,M,M,M,0.25,0.5,0.59
0,0,Absent,None,High ,2.3,3.8,5,M,M,M,0.42,0.74,0.86
0,0,Absent,None,Medium,2.1,3.3,4.2,M,M,M,0.27,0.77,1.06
0,0,Absent,None ,Very Low ,2.2,3.7,5.5,M,M,M,0.3,0.53,0.67
0,0,Absent,None,High,3.3,5,6.3,M,M,M,0,0.55,0.78
0,0,Absent,None,High,3.1,4.6,6,M,M,M,0,0.17,0.22
1,0,Absent,None,None,2.5,4.2,5.9,M,M,M,0,0.49,0.73
0,0,Absent,None,High,2.5,3.2,4.6,M,M,M,0.2,0.56,0.91
0,0,Absent,None,Low,3.5,4.6,5.3,M,M,M,0.07,0.43,0.93
0,0,Absent,None,Medium,6,6,9.5,M,M,M,0.97,0.72,1.13
0,0,Absent,None,High,3.4,4.7,5.4,M,M,M,0.28,0.82,1.18
0,0,Absent,None,Low,3.5,4.4,5.7,M,M,M,0.57,0.73,0.66
0,0,Absent,None,None,3.8,4.4,5.2,M,M,M,0.31,0.37,0.68
