target_temp_type,author,year,journal,endpoint,target_temp_degrees_C,se_target_temp_degrees_c,daily_survival_percent,daily_survival_prob,accumulated_degree_hours_above_acc_temp,swimspeed_bodylengths_per_second,n,mass_g,se_mass_g,total_length_cm,se_length_cm,acclimation_temp_C,temp_increase_rate_degreesC_per_hour,species,run,life_stage,wild_or_hatchery,ration_percent_of_satiation,salinity (g/liter),river of origin,data_quality,fork_length_cm,se_fork_length_cm,hours spent increasing temp,total_duration_hours,degree_hours_per_hour,median_resistance_time_minutes,total_duration_days,hours_spent_at_max_temp,ration_percent_body_weight,whole_duration_survival_prob,days_spent_at_max_temperature,inverse_of_days_at_max_temperature,endogenous_or_exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.59958506,NA,0,0,67.59640392,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.666436146,8.666436146,7.799792531,519.9861687,0.361101506,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.59958506,NA,0,0,67.59640392,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.666436146,8.666436146,7.799792531,519.9861687,0.361101506,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.59958506,NA,0,0,67.59640392,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.666436146,8.666436146,7.799792531,519.9861687,0.361101506,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.69917012,NA,0,0,68.46220628,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.72176118,8.72176118,7.849585062,523.3056708,0.363406716,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.69917012,NA,0,0,68.46220628,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.72176118,8.72176118,7.849585062,523.3056708,0.363406716,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.79875519,NA,0,0,69.33351818,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.777086215,8.777086215,7.899377593,526.6251729,0.365711926,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.79875519,NA,0,0,69.33351818,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.777086215,8.777086215,7.899377593,526.6251729,0.365711926,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.79875519,NA,0,0,69.33351818,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.777086215,8.777086215,7.899377593,526.6251729,0.365711926,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.79875519,NA,0,0,69.33351818,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.777086215,8.777086215,7.899377593,526.6251729,0.365711926,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.89834025,NA,0,0,70.21033963,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.832411249,8.832411249,7.949170124,529.944675,0.368017135,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.89834025,NA,0,0,70.21033963,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.832411249,8.832411249,7.949170124,529.944675,0.368017135,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,28.89834025,NA,0,0,70.21033963,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.832411249,8.832411249,7.949170124,529.944675,0.368017135,0,2,0,0,NA,exogenous
CTM,Gomez Isaza & Rodgers,2022,Comp. Biochem. Physiol.,loss of equilibrium,29.00414938,NA,0,0,71.14799925,NA,1,11.15,0.71,10.32,0.08,13,1.8,Oncorhynchus tshawytscha,NA,juvenile,hatchery,NA,,NA,1,NA,NA,8.891194099,8.891194099,8.002074689,533.4716459,0.370466421,0,2,0,0,NA,exogenous
