year,author,journal,mass_g,se_mass_g,temperature_c,swimspeed_m_per_s,se_swimspeed_m_per_s,swimspeed_cm_per_s,se_swimspeed_cm_per_s,swimspeed_bodylengths_per_second,se_swimSpeed_bodylengths_per_second,mr_mgo2_per_h,se_mr_mgo2_per_h,ln_mr_mgo2_per_h,ln_mass_g,species,race,life_stage,wild_or_hatchery,author_fishid,acclimation_temperature_c,indiv_or_mean,n,fork_length_cm,total_length_cm,age,salinity_permil,sex,a,b,predicted_fork_length_cm,data_quality,age_dph,exogenous_or_endogenous,salinity_factor,salinity_note,title,smolt_factor,ration_perc_satiation_pastweek,population,ecotype
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,25.4375073,NA,2.948141872,NA,1.842812823,NA,0.611293113,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,18.99064481,NA,2.200967039,NA,1.87352637,NA,0.627822415,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,3.073685082,NA,0.35623222,NA,1.87352637,NA,0.627822415,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,15.80429004,NA,1.831676691,NA,2.057807653,NA,0.72164117,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,16.75930762,NA,1.94236078,NA,2.057807653,NA,0.72164117,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,32.03662613,NA,3.712962823,NA,2.242088935,NA,0.807407992,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,42.46025953,NA,4.921035207,NA,2.364943123,NA,0.860753972,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,45.24523368,NA,5.24380657,NA,2.39565667,NA,0.873657377,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,34.42170107,NA,3.989386893,NA,2.39565667,NA,0.873657377,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,28.21359297,NA,3.269883083,NA,2.426370217,NA,0.886396403,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,32.03119428,NA,3.712333286,NA,2.579937952,NA,0.947765349,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,41.0208199,NA,4.754207844,NA,2.794932782,NA,1.027808057,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,18.89525827,NA,2.189911984,NA,2.856359876,NA,1.049548044,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,21.6782572,NA,2.512454424,NA,3.009927611,NA,1.101916029,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,43.40293201,NA,5.03028853,NA,3.132781799,NA,1.141921364,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,36.79689992,NA,4.264666349,NA,3.163495346,NA,1.151677539,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,51.59621583,NA,5.979869117,NA,3.378490176,NA,1.217428916,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,27.80036104,NA,3.221990562,NA,3.378490176,NA,1.217428916,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,7.346573991,NA,0.851449088,NA,3.409203723,NA,1.226478752,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,54.45879956,NA,6.311635231,NA,3.532057911,NA,1.261880679,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,23.09991988,NA,2.677221483,NA,3.685625646,NA,1.304440293,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,44.9056609,NA,5.204450955,NA,3.716339193,NA,1.312739096,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,50.63527259,NA,5.86849826,NA,3.74705274,NA,1.320969595,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,7.341142143,NA,0.850819551,NA,3.74705274,NA,1.320969595,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,5.987706762,NA,0.693959861,NA,3.777766287,NA,1.329132906,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,16.65206978,NA,1.92993219,NA,3.777766287,NA,1.329132906,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,6.460771315,NA,0.748786829,NA,4.054188211,NA,1.399750473,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,50.55025595,NA,5.858645048,NA,4.084901758,NA,1.407297679,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,15.77120515,NA,1.827842237,NA,4.115615305,NA,1.41478835,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,21.10289285,NA,2.445771171,NA,4.146328852,NA,1.422223329,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,30.96844505,NA,3.589163375,NA,4.330610134,NA,1.465708441,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,30.09004944,NA,3.487359576,NA,4.514891417,NA,1.507381137,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,8.360436591,NA,0.968953164,NA,4.699172699,NA,1.547386472,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,38.04309746,NA,4.409097449,NA,4.852740434,NA,1.579543583,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,29.27938732,NA,3.393405916,NA,5.436297828,NA,1.693098283,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,17.65951292,NA,2.046692267,NA,5.467011375,NA,1.698732101,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,21.24082886,NA,2.461757601,NA,5.467011375,NA,1.698732101,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,28.79891571,NA,3.337720487,NA,5.620579111,NA,1.726434703,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,35.40445399,NA,4.103285437,NA,5.620579111,NA,1.726434703,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,35.79990896,NA,4.149117654,NA,5.774146846,NA,1.753390513,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,22.1904146,NA,2.571812153,NA,5.804860393,NA,1.758695565,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,58.40100416,NA,6.768526636,NA,5.83557394,NA,1.763972623,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,62.13852687,NA,7.201695935,NA,6.019855222,NA,1.79506321,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,42.07772577,NA,4.876700525,NA,6.35770424,NA,1.849667344,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,39.21217922,NA,4.544591027,NA,6.388417787,NA,1.85448663,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,23.45389529,NA,2.718246326,NA,6.419131334,NA,1.859282802,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,7.374803139,NA,0.854720774,NA,6.603412616,NA,1.887586578,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,20.74159268,NA,2.403897408,NA,6.818407446,NA,1.919625932,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,49.62544273,NA,5.751461568,NA,7.156256463,NA,1.967987004,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,35.05846176,NA,4.063185824,NA,7.340537746,NA,1.993412102,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,48.58738372,NA,5.63115319,NA,7.371251293,NA,1.997587474,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,64.42475864,NA,7.466664335,NA,7.371251293,NA,1.997587474,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,22.15979873,NA,2.568263852,NA,7.70910031,NA,2.042401489,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,49.132626,NA,5.694345373,NA,8.108376422,NA,2.092897654,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,6.87260413,NA,0.796517197,NA,8.139089969,NA,2.096678376,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,7.821696062,NA,0.906514518,NA,8.507652534,NA,2.140966057,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,63.52858608,NA,7.362800232,NA,8.661220269,NA,2.158855621,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,55.48459576,NA,6.430522381,NA,9.029782834,NA,2.200528318,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,6.912684582,NA,0.801162418,NA,10.59617373,NA,2.360492967,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,37.31160863,NA,4.32431977,NA,10.74974147,NA,2.374881705,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,71.61265684,NA,8.299723306,NA,10.74974147,NA,2.374881705,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,78.65274294,NA,9.115651233,NA,13.42182006,NA,2.596881745,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,73.39718341,NA,8.506545359,NA,13.60610134,NA,2.61051832,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,84.85492539,NA,9.834468276,NA,13.75966908,NA,2.621741783,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,84.76595831,NA,9.824157219,NA,14.34322647,NA,2.663277808,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,77.69533864,NA,9.004690529,NA,18.52026887,NA,2.918865747,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,93.52086226,NA,10.83882814,NA,19.257394,NA,2.957895091,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,9.9,NA,15,,,97.73836278,NA,11.32762564,NA,19.28810755,NA,2.959488717,2.292534757,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,8.628318584,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
2000,Myrick,Fish Physiol.,10,0.76,10,,,NA,NA,1,NA,1.96,0.21,0.672944473,2.302585093,Oncorhynchus mykiss,rainbow trout,juvenile,hatchery,NA,14,mean,19.00,NA,NA,0,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,13,NA,5,,,28.05762955,NA,2.698308203,NA,0.345250255,NA,-1.063485747,2.564949357,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,10.39823009,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,13,NA,5,,,6.190629108,NA,0.595354118,NA,0.690500511,NA,-0.370338566,2.564949357,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,10.39823009,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,13,NA,5,,,4.839177185,NA,0.465384699,NA,0.690500511,NA,-0.370338566,2.564949357,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,10.39823009,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,13,NA,5,,,5.708773931,NA,0.549014004,NA,1.009193054,NA,0.009151055,2.564949357,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,10.39823009,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,13,NA,5,,,16.838378,NA,1.619350395,NA,1.009193054,NA,0.009151055,2.564949357,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,10.39823009,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,13,NA,5,,,16.44048613,NA,1.581085049,NA,1.035750766,NA,0.035126542,2.564949357,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,10.39823009,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,13,NA,5,,,14.6096151,NA,1.405009793,NA,1.195097038,NA,0.178227385,2.564949357,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,10.39823009,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,13,NA,5,,,18.34557617,NA,1.764297964,NA,1.22165475,NA,0.200206292,2.564949357,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,10.39823009,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,13,NA,5,,,18.58203763,NA,1.787038512,NA,1.354443309,NA,0.303390528,2.564949357,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,10.39823009,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,13,NA,5,,,53.39976887,NA,5.135467134,NA,1.487231869,NA,0.396916586,2.564949357,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,10.39823009,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,13,NA,5,,,29.7887028,NA,2.864785886,NA,1.513789581,NA,0.414616163,2.564949357,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,10.39823009,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,13,NA,5,,,41.31376266,NA,3.973153346,NA,1.646578141,NA,0.498699281,2.564949357,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,10.39823009,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
1990,Facey et al.,Physiol. Zool.,13,NA,5,,,24.77794489,NA,2.382900232,NA,1.673135853,NA,0.514699622,2.564949357,Oncorhyncus mykiss,Rainbow trout,juvenile,NA,NA,NA,individual,1.00,10.39823009,NA,NA,NA,NA,NA,NA,NA,1,NA,exogenous,fresh,NA,,pre-smolt,,,
