SiteName,Type,Category,Date,Event,Species,FL_mm,TL_mm,SI,Race,Mort,Turb,Comments
DSVeronaRR,Various,NA,4/8/15,2,CHN,75,79,5,F,N,15.87,Ad clipped
DSVeronaRR,Various,NA,4/8/15,2,CHN,94,100,5,S,N,15.87,Ad clipped
DSVeronaRR,Various,NA,4/8/15,2,CHN,80,86,5,S,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,CHN,74,79,5,F,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,CHN,76,83,5,F,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASQ,90,98,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASQ,102,112,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASQ,71,77,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASQ,64,68,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASQ,105,117,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASQ,96,105,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASQ,115,127,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASQ,102,112,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,W,68,71,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,TFS,99,113,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,TFS,110,125,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,TFS,98,113,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,TFS,76,87,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,TFS,88,101,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,TFS,92,104,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,TFS,77,90,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,TFS,85,97,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SMB,92,96,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SMB,88,91,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SMB,103,108,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SMB,98,102,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,RES,124,131,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,RES,132,139,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,BGS,74,79,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,BGS,64,68,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,85,90,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,65,68,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,85,90,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,85,90,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,80,86,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,70,76,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,74,79,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,71,76,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,76,82,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,73,78,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,78,85,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,72,77,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,81,87,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,67,72,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,86,93,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,78,83,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,79,85,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,85,92,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,60,64,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,79,86,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,MSS,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,MSS,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,MSS,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,MSS,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,MSS,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,MSS,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,MSS,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,MSS,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,MSS,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,MSS,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,MSS,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,MSS,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,MSS,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,MSS,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,MSS,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,MSS,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,MSS,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,MSS,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,MSS,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,MSS,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,SASU,22,23,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASU,26,27,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASU,25,26,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASU,25,26,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASU,22,23,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASU,30,32,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASU,23,25,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASU,26,28,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASU,25,26,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASU,25,26,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASU,71,75,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASU,24,25,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASU,24,25,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASU,32,34,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASU,23,25,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASU,20,21,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASU,80,86,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASU,69,74,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASU,35,37,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASU,34,36,NA,NA,N,15.87,NA
DSVeronaRR,Various,NA,4/8/15,2,SASU,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,SASU,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,SASU,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,SASU,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,SASU,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,SASU,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,SASU,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,SASU,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,SASU,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,SASU,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,SASU,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,SASU,NA,NA,NA,NA,N,15.87,plus count
DSVeronaRR,Various,NA,4/8/15,2,GSF,87,90,NA,NA,N,16.87,NA
