No,Fish,Length,Depart,DLocation,DLocationGen,Arrive,ALocation,ALocationGen,Dist_km,DeltaTime,DeltaTimeMin,Distperhour,Distperday,Activity,,1,Dist_referenceA,Dist_referenceB,Helper1,Helper2,Dist.KM,
186,28,44,6/17/13 3:36 AM,Quimby_E_Point,Quimby,6/17/13 9:11 AM,SJ_PrisonersPointN,SJ_PrisonersPt,13.81,5:34,334,2.48,59.46,Delta,,Worked on,29,46,NULL,,,
187,28,44,6/20/13 3:30 AM,SJ_PrisonersPointN,SJ_PrisonersPt,6/20/13 8:20 AM,Santa_Clara_Shoals2_south,SJ_Santa_Clara_Shoals,11.68,4:50,291,2.41,57.87,Delta,,Worked on,31,30,NULL,,,
188,28,44,6/22/13 5:26 AM,Santa_Clara_Shoals2_south,SJ_Santa_Clara_Shoals,6/22/13 8:01 AM,SJ_BlwFalse2,SJ_Blw_False,7.12,2:35,155,2.75,66.10,Delta,,Worked on,32,40,NULL,,,
189,28,44,6/22/13 8:11 AM,SJ_BlwFalse2,SJ_Blw_False,6/22/13 10:08 AM,AntiochBridge19,Antioch_Br,5.78,1:57,117,2.95,70.84,Delta,,,1,38,NULL,,,
190,28,44,6/22/13 12:44 PM,AntiochBridge13,Antioch_Br,6/22/13 2:49 PM,SJ_BlwFalse_SE,SJ_Blw_False,6.03,2:04,125,2.90,69.58,Delta,,,2,38,NULL,,,
191,28,44,6/22/13 3:03 PM,SJ_BlwFalse2,SJ_Blw_False,6/22/13 3:47 PM,FranksTractW,FranksTractW,2.56,0:43,44,3.50,83.94,Delta,,,3,42,NULL,,,
192,28,44,6/22/13 7:12 PM,FranksTractW,FranksTractW,6/22/13 8:04 PM,SJ_BlwFalse2,SJ_Blw_False,2.56,0:52,52,2.95,70.82,Delta,,,6,34,NULL,,,
193,28,44,6/22/13 11:47 PM,SJ_BlwFalse2,SJ_Blw_False,6/23/13 1:27 AM,FranksTractW,FranksTractW,2.56,1:40,101,1.53,36.67,Delta,,,8,43,NULL,,,
194,28,44,6/23/13 4:56 AM,FranksTractW,FranksTractW,6/23/13 5:42 AM,SJ_BlwFalse2,SJ_Blw_False,2.56,0:46,46,3.33,80.02,Delta,,,9,40,NULL,,,
195,28,44,6/23/13 6:01 AM,SJ_BlwFalse2,SJ_Blw_False,6/23/13 7:33 AM,AntiochBridge19,Antioch_Br,5.78,1:32,93,3.75,89.95,Delta,,,10,37,NULL,,,
196,28,44,6/24/13 1:42 AM,AntiochBridge15,Antioch_Br,6/24/13 3:33 AM,SJ_BlwFalse_SE,SJ_Blw_False,5.96,1:51,111,3.22,77.32,Delta,,,11,43,NULL,,,
197,28,44,6/24/13 4:17 AM,SJ_BlwFalse2,SJ_Blw_False,6/24/13 4:38 AM,FranksTractW,FranksTractW,2.56,0:20,21,7.44,178.52,Delta,,,13,40,NULL,,,
198,28,44,6/24/13 4:50 AM,FranksTractW,FranksTractW,6/24/13 4:50 AM,SJ_BlwFalse2,SJ_Blw_False,2.56,0:00,0,4608.00,110592.01,Delta,,,15,39,NULL,,,
199,28,44,6/24/13 4:50 AM,SJ_BlwFalse2,SJ_Blw_False,6/24/13 4:53 AM,FranksTractW,FranksTractW,2.56,0:02,2,65.83,1579.89,Delta,,,16,46,NULL,,,
200,28,44,6/24/13 5:05 AM,FranksTractW,FranksTractW,6/24/13 6:05 AM,SJ_BlwFalse2,SJ_Blw_False,2.56,1:00,60,2.56,61.32,Delta,,,19,44,NULL,,,
201,28,44,6/24/13 6:09 AM,SJ_BlwFalse2,SJ_Blw_False,6/24/13 7:48 AM,AntiochBridge09,Antioch_Br,6.12,1:39,99,3.70,88.91,Delta,,,20,46,NULL,,,
202,28,44,6/25/13 2:39 AM,AntiochBridge13,Antioch_Br,6/25/13 3:52 AM,SJ_BlwFalse_SE,SJ_Blw_False,6.03,1:13,73,4.93,118.33,Delta,,,21,38,NULL,,,
203,28,44,6/25/13 4:59 AM,SJ_BlwFalse2,SJ_Blw_False,6/25/13 5:14 AM,FranksTractW,FranksTractW,2.56,0:15,15,10.16,243.86,Delta,,,22,46,NULL,,,
204,28,44,6/25/13 6:06 AM,FranksTractW,FranksTractW,6/25/13 6:45 AM,SJ_BlwFalse4,SJ_Blw_False,2.53,0:38,39,3.90,93.62,Delta,,,23,46,NULL,,,
205,28,44,6/25/13 7:24 AM,SJ_BlwFalse2,SJ_Blw_False,6/25/13 9:19 AM,AntiochBridge20,Antioch_Br,5.77,1:55,115,3.00,72.02,Delta,,,24,42,NULL,,,
206,28,44,7/1/13 1:06 AM,AntiochBridge20,Antioch_Br,7/2/13 10:31 PM,Decker_IsSW,Decker_IsS,10.55,21:25,2725,0.23,5.57,Delta,,,26,36,NULL,,,
207,28,44,7/6/13 5:38 AM,Decker_IsSW,Decker_IsS,7/14/13 10:16 AM,BenBr04,BeniciaBridge,33.76,4:38,11798,0.17,4.12,Delta,,,30,41,NULL,,,
208,28,44,7/18/13 2:39 AM,BenBr02,BeniciaBridge,7/18/13 5:35 AM,CarBr03,Carquinez Bridge,9.54,2:56,176,3.25,78.02,Delta,,,,,,,,
209,28,44,7/21/13 3:19 AM,CarBr01,Carquinez Bridge,7/23/13 4:38 AM,RichBr_24_2009,RichmondBridge,25.89,1:18,2958,0.53,12.60,Migrate,,,,,,,,
210,28,44,7/27/13 1:16 AM,RichBr_15_2009,RichmondBridge,8/1/13 9:07 AM,CarBr03,Carquinez Bridge,25.67,7:50,7671,0.20,4.82,Migrate,,,,,,,,
211,28,44,8/1/13 9:15 AM,Carq_West,Carquinez Bridge,8/2/13 12:30 PM,BenBr02,BeniciaBridge,9.52,3:15,1635,0.35,8.38,Delta,,,,,,,,
212,29,46,3/2/13 8:59 AM,Santa_Clara_Shoals1_N,SJ_Santa_Clara_Shoals,3/2/13 8:10 PM,FranksTractW,FranksTractW,7.30,11:11,671,0.65,15.67,Delta,,,,,,,,
213,29,46,3/2/13 8:10 PM,FranksTractW,FranksTractW,3/3/13 12:37 PM,AntiochS,SJ_Antioch,skipped a station,16:27,987,#VALUE!,#VALUE!,,,,,,,,,
214,29,46,3/3/13 12:55 PM,AntiochS,SJ_Antioch,3/5/13 2:38 PM,BenBr04,BeniciaBridge,27.86,1:42,2982,0.56,13.45,Delta,,,,,,,,
215,29,46,3/5/13 2:54 PM,BenBrCenter,BeniciaBridge,3/5/13 6:39 PM,Martinez_Marina,Martinez_Marina,1.92,3:44,225,0.51,12.30,Delta,,,,,,,,
216,29,46,3/5/13 6:39 PM,Martinez_Marina,Martinez_Marina,3/5/13 7:08 PM,BenBr02,BeniciaBridge,2.01,0:28,28,4.25,102.04,Delta,,,,,,,,
217,29,46,3/6/13 2:56 PM,BenBr04,BeniciaBridge,3/6/13 5:34 PM,CarBr05,Carquinez Bridge,9.84,2:38,158,3.73,89.42,Delta,,,,,,,,
218,29,46,3/6/13 8:22 PM,CarBr03,Carquinez Bridge,3/6/13 11:37 PM,BenBr04,BeniciaBridge,9.60,3:15,195,2.95,70.78,Delta,,,,,,,,
219,29,46,3/7/13 1:46 AM,BenBrCenter,BeniciaBridge,3/7/13 2:25 PM,CarBr05,Carquinez Bridge,9.59,12:38,758,0.76,18.21,Delta,,,,,,,,
220,29,46,3/7/13 8:35 PM,CarBr05,Carquinez Bridge,3/7/13 11:14 PM,BenBr01,BeniciaBridge,9.79,2:38,159,3.70,88.88,Delta,,,,,,,,
221,29,46,3/11/13 4:29 AM,BenBrCenter,BeniciaBridge,3/11/13 7:21 AM,CarBr05,Carquinez Bridge,9.59,2:51,172,3.35,80.45,Delta,,,,,,,,
222,29,46,3/11/13 10:35 AM,CarBr03,Carquinez Bridge,3/11/13 12:37 PM,Martinez_Marina,Martinez_Marina,8.64,2:01,122,4.26,102.19,Delta,,,,,,,,
223,29,46,3/11/13 12:37 PM,Martinez_Marina,Martinez_Marina,3/11/13 12:53 PM,BenBr04,BeniciaBridge,1.96,0:16,16,7.31,175.49,Delta,,,,,,,,
224,29,46,3/12/13 6:17 AM,BenBrCenter,BeniciaBridge,3/12/13 8:54 AM,CarBr03,Carquinez Bridge,9.61,2:36,156,3.69,88.48,Delta,,,,,,,,
225,29,46,3/12/13 10:47 AM,CarBr03,Carquinez Bridge,3/12/13 1:27 PM,BenBr02,BeniciaBridge,9.54,2:39,160,3.58,85.99,Delta,,,,,,,,
226,29,46,3/18/13 9:56 AM,BenBrCenter,BeniciaBridge,3/18/13 12:13 PM,CarBr04,Carquinez Bridge,9.68,2:17,137,4.23,101.54,Delta,,,,,,,,
227,29,46,3/27/13 10:51 AM,CarBr05,Carquinez Bridge,3/27/13 1:55 PM,BenBr04,BeniciaBridge,9.84,3:04,184,3.20,76.90,Delta,,,,,,,,
228,29,46,3/28/13 6:29 PM,BenBr04,BeniciaBridge,3/28/13 9:36 PM,CarBr03,Carquinez Bridge,9.60,3:07,187,3.08,73.91,Delta,,,,,,,,
229,29,46,3/28/13 10:55 PM,CarBr05,Carquinez Bridge,3/29/13 1:29 AM,Martinez_Marina,Martinez_Marina,8.67,2:33,154,3.38,81.21,Delta,,,,,,,,
230,29,46,3/29/13 1:29 AM,Martinez_Marina,Martinez_Marina,3/29/13 1:49 AM,BenBr02,BeniciaBridge,2.01,0:20,20,5.99,143.64,Delta,,,,,,,,
231,29,46,3/29/13 1:58 AM,BenBr03,BeniciaBridge,4/3/13 9:33 AM,Decker_IsSW,Decker_IsS,33.68,7:34,7655,0.26,6.34,Delta,,,,,,,,
232,29,46,4/28/13 7:47 AM,Decker_IsCL3,Decker_IsS,5/4/13 5:37 AM,BenBr03,BeniciaBridge,34.02,21:50,8511,0.24,5.76,Delta,,,,,,,,
233,29,46,5/4/13 7:04 AM,BenBr04,BeniciaBridge,5/4/13 4:12 PM,Carq_West,Carquinez Bridge,9.78,9:07,548,1.07,25.70,Delta,,,,,,,,
234,29,46,5/4/13 6:26 PM,CarBr01,Carquinez Bridge,5/4/13 8:41 PM,BenBrCenter,BeniciaBridge,9.88,2:15,136,4.37,104.83,Delta,,,,,,,,
235,29,46,5/11/13 1:39 PM,BenBr02,BeniciaBridge,5/17/13 9:25 PM,Decker_IsSW,Decker_IsS,34.09,7:46,9107,0.22,5.39,Delta,,,,,,,,
236,31,30,2/28/13 9:46 PM,Santa_Clara_Shoals1_N,SJ_Santa_Clara_Shoals,2/28/13 11:40 PM,ThreeMile_SJbrnW,ThreeMileSouth,5.10,1:54,114,2.67,64.18,Delta,,,,,,,,
237,31,30,3/1/13 2:50 AM,ThreeMile_SJbrnW,ThreeMileSouth,3/1/13 4:44 AM,Santa_Clara_Shoals1_N,SJ_Santa_Clara_Shoals,5.10,1:54,115,2.67,63.97,Delta,,,,,,,,
238,31,30,3/2/13 3:48 AM,Santa_Clara_Shoals1_N,SJ_Santa_Clara_Shoals,3/5/13 9:59 PM,SJ_PrisonersPointN,SJ_PrisonersPt,11.82,18:11,5411,0.13,3.15,Delta,,,,,,,,
239,31,30,5/17/13 1:25 PM,SJ_PrisonersPointN,SJ_PrisonersPt,5/19/13 7:01 PM,FranksTractE,FranksTractE,2.92,5:35,3216,0.05,1.31,Delta,,,,,,,,
240,31,30,5/20/13 4:09 AM,FranksTractE,FranksTractE,5/20/13 11:07 PM,SJ_PrisonersPointN,SJ_PrisonersPt,2.92,18:58,1138,0.15,3.69,Delta,,,,,,,,
241,31,30,5/21/13 4:02 AM,SJ_PrisonersPointN,SJ_PrisonersPt,5/23/13 3:02 AM,FranksTractE,FranksTractE,2.92,23:00,2820,0.06,1.49,Delta,,,,,,,,
242,31,30,5/23/13 3:06 AM,FranksTractE,FranksTractE,5/23/13 2:34 PM,SJ_PrisonersPointN,SJ_PrisonersPt,2.92,11:27,688,0.25,6.12,Delta,,,,,,,,
243,31,30,5/23/13 6:54 PM,SJ_PrisonersPointN,SJ_PrisonersPt,6/1/13 4:45 PM,Santa_Clara_Shoals1_N,SJ_Santa_Clara_Shoals,11.82,21:50,12831,0.06,1.33,Delta,,,,,,,,
244,31,30,6/3/13 6:48 AM,Santa_Clara_Shoals2_south,SJ_Santa_Clara_Shoals,6/5/13 3:16 PM,FranksTractW,FranksTractW,6.75,8:28,3388,0.12,2.87,Delta,,,,,,,,
245,31,30,6/5/13 3:16 PM,FranksTractW,FranksTractW,6/9/13 11:10 AM,SJ_BlwFalse2,SJ_Blw_False,2.56,19:54,5514,0.03,0.67,Delta,,,,,,,,
246,31,30,6/12/13 6:36 AM,SJ_BlwFalse2,SJ_Blw_False,6/14/13 2:59 PM,AntiochBridge13,Antioch_Br,5.98,8:22,3383,0.11,2.55,Delta,,,,,,,,
247,31,30,6/17/13 3:44 AM,AntiochBridge13,Antioch_Br,6/22/13 7:39 PM,CarBr02,Carquinez Bridge,skipped a station,15:54,8155,#VALUE!,#VALUE!,Delta,,,,,,,,
248,31,30,6/22/13 8:35 PM,CarBr02,Carquinez Bridge,6/22/13 11:43 PM,BenBr01,BeniciaBridge,9.45,3:08,188,3.01,72.29,Delta,,,,,,,,
249,31,30,6/22/13 11:56 PM,BenBr02,BeniciaBridge,6/24/13 10:57 AM,RichBr_19_2009,RichmondBridge,skipped a station,11:00,2101,#VALUE!,#VALUE!,Migrate,,,,,,,,
250,31,30,6/30/13 9:14 PM,RichBr_22_2009,RichmondBridge,7/2/13 6:44 AM,GG1,GoldenGate,14.16,9:30,2010,0.42,10.14,Migrate,,,,,,,,
251,31,30,7/2/13 10:51 AM,GG1,GoldenGate,3/15/13 12:27 AM,BenBr01,BeniciaBridge,skipped a station,###############################################################################################################################################################################################################################################################,-157584,#VALUE!,#VALUE!,Migrate,,,,,,,,
252,31,30,3/18/13 9:56 AM,BenBrCenter,BeniciaBridge,3/18/13 12:13 PM,CarBr04,Carquinez Bridge,9.68,2:17,137,4.23,101.54,Delta,,,,,,,,
253,31,30,3/27/13 10:51 AM,CarBr05,Carquinez Bridge,3/27/13 1:55 PM,BenBr04,BeniciaBridge,9.84,3:04,184,3.20,76.90,Delta,,,,,,,,
254,31,30,3/28/13 6:29 PM,BenBr04,BeniciaBridge,3/28/13 9:36 PM,CarBr03,Carquinez Bridge,9.60,3:07,187,3.08,73.91,Delta,,,,,,,,
255,31,30,3/28/13 10:55 PM,CarBr05,Carquinez Bridge,3/29/13 1:29 AM,Martinez_Marina,Martinez_Marina,8.67,2:33,154,3.38,81.21,Delta,,,,,,,,
256,31,30,3/29/13 1:29 AM,Martinez_Marina,Martinez_Marina,3/29/13 1:49 AM,BenBr02,BeniciaBridge,2.01,0:20,20,5.99,143.64,Delta,,,,,,,,
257,31,30,3/29/13 1:58 AM,BenBr03,BeniciaBridge,4/3/13 9:33 AM,Decker_IsSW,Decker_IsS,33.68,7:34,7655,0.26,6.34,Delta,,,,,,,,
258,31,30,4/28/13 7:47 AM,Decker_IsCL3,Decker_IsS,5/4/13 5:37 AM,BenBr03,BeniciaBridge,34.02,21:50,8511,0.24,5.76,Delta,,,,,,,,
259,31,30,5/4/13 7:04 AM,BenBr04,BeniciaBridge,5/4/13 4:12 PM,Carq_West,Carquinez Bridge,9.78,9:07,548,1.07,25.70,Delta,,,,,,,,
260,31,30,5/4/13 6:26 PM,CarBr01,Carquinez Bridge,5/4/13 8:41 PM,BenBrCenter,BeniciaBridge,9.88,2:15,136,4.37,104.83,Delta,,,,,,,,
261,31,30,5/11/13 1:39 PM,BenBr02,BeniciaBridge,5/17/13 9:25 PM,Decker_IsSW,Decker_IsS,34.09,7:46,9107,0.22,5.39,Delta,,,,,,,,
262,31,30,7/18/13 12:14 PM,Decker_IsSW,Decker_IsS,7/21/13 2:54 AM,RioVistaBr02,SR_RioVista,12.92,14:40,3761,0.21,4.95,Delta,,,,,,,,
263,31,30,8/8/13 5:08 AM,RioVistaBr03,SR_RioVista,8/23/13 10:33 AM,Decker_IsSW,Decker_IsS,11.14,5:24,21925,0.03,0.73,Delta,,,,,,,,
264,31,30,9/20/13 8:57 AM,Decker_IsSW,Decker_IsS,9/21/13 7:16 PM,BenBrCenter,BeniciaBridge,34.02,10:19,2059,0.99,23.79,Delta,,,,,,,,
265,31,30,9/21/13 7:32 PM,BenBr04,BeniciaBridge,9/21/13 9:57 PM,CarBr03,Carquinez Bridge,9.60,2:25,145,3.97,95.20,Delta,,,,,,,,
266,31,30,9/22/13 12:45 AM,CarBr02,Carquinez Bridge,9/22/13 3:36 AM,BenBrCenter,BeniciaBridge,9.98,2:51,171,3.50,83.97,Delta,,,,,,,,
267,31,30,9/22/13 6:07 AM,BenBr05,BeniciaBridge,9/22/13 4:16 PM,Carq_East,Carquinez Bridge,10.04,10:08,608,0.99,23.77,Delta,,,,,,,,
268,32,40,3/2/13 1:28 PM,Santa_Clara_Shoals1_N,SJ_Santa_Clara_Shoals,3/5/13 12:46 PM,AntiochS,SJ_Antioch,skipped a station,23:17,4278,#VALUE!,#VALUE!,Delta,,,,,,,,
269,32,40,3/6/13 3:38 PM,AntiochS,SJ_Antioch,3/14/13 9:59 AM,BenBr03,BeniciaBridge,28.03,18:20,11180,0.15,3.61,Delta,,,,,,,,
270,32,40,3/15/13 6:26 PM,BenBr04,BeniciaBridge,3/15/13 10:23 PM,CarBr03,Carquinez Bridge,9.60,3:56,237,2.43,58.38,Delta,,,,,,,,
271,32,40,3/16/13 12:56 AM,CarBr05,Carquinez Bridge,3/16/13 4:27 AM,BenBr02,BeniciaBridge,9.75,3:31,212,2.76,66.35,Delta,,,,,,,,
272,32,40,3/16/13 5:42 AM,BenBrCenter,BeniciaBridge,3/18/13 3:39 PM,RichBr_16_2009,RichmondBridge,skipped a station,9:56,3477,#VALUE!,#VALUE!,,,,,,,,,
273,32,40,3/21/13 1:07 PM,RichBr_29_2009,RichmondBridge,3/22/13 9:26 AM,SP_Petaluma_G3,SP_Petaluma_Channel,13.89,20:19,1219,0.68,16.41,Migrate,,,,,,,,
274,32,40,3/22/13 9:40 AM,SP_Petaluma_G3,SP_Petaluma_Channel,3/23/13 9:45 AM,CarBr01,Carquinez Bridge,17.84,0:04,1444,0.74,17.79,Migrate,,,,,,,,
275,32,40,3/23/13 4:28 PM,CarBr04,Carquinez Bridge,3/29/13 1:53 AM,SP_Petaluma_RR_Bridge,SP_Petaluma,25.57,9:25,7765,0.20,4.74,Migrate,,,,,,,,
276,32,40,3/29/13 3:44 AM,SP_Petaluma_RR_Bridge,SP_Petaluma,3/30/13 3:13 PM,SP_Petaluma_G3,SP_Petaluma_Channel,9.10,11:29,2129,0.26,6.16,Migrate,,,,,,,,
277,32,40,3/30/13 3:39 PM,SP_Petaluma_G3,SP_Petaluma_Channel,5/9/13 1:05 AM,CarBr03,Carquinez Bridge,18.06,9:25,56725,0.02,0.46,Migrate,,,,,,,,
278,32,40,5/9/13 2:33 AM,CarBr03,Carquinez Bridge,5/17/13 10:19 AM,SP_Petaluma_G3,SP_Petaluma_Channel,18.06,7:45,11986,0.09,2.17,Migrate,,,,,,,,
279,32,40,5/17/13 10:49 AM,SP_Petaluma_G3,SP_Petaluma_Channel,5/19/13 3:17 PM,RichBr_29_2009,RichmondBridge,14.35,4:27,3147,0.27,6.57,Migrate,,,,,,,,
280,32,40,5/21/13 3:33 PM,RichBr_10_2009,RichmondBridge,5/30/13 2:24 PM,SP_Petaluma_G3,SP_Petaluma_Channel,13.69,22:51,12891,0.06,1.53,Migrate,,,,,,,,
281,32,40,6/2/13 6:28 AM,SP_Petaluma_G5,SP_Petaluma_Channel,6/13/13 10:09 AM,RichBr_16_2009,RichmondBridge,15.24,3:41,16061,0.06,1.37,Migrate,,,,,,,,
